x_coordinate,y_coordinate,no_packages
1126, 955, 1
584, 435, 1
1511, 894, 3
339, 965, 1
1929, 1950, 1
1436, 1479, 1
1435, 1175, 1
824, 1953, 1
1626, 60, 1
610, 1608, 1
1806, 367, 1
1882, 1218, 1
282, 1352, 1
1799, 778, 1
252, 1781, 1
101, 1679, 1
870, 685, 1
359, 224, 1
1078, 1262, 1
1880, 448, 1
1053, 787, 1
175, 1736, 1
1197, 659, 1
332, 1449, 1
533, 1742, 3
633, 269, 1
1698, 465, 2
1228, 56, 1
1528, 50, 1
1190, 1103, 1
456, 1377, 1
91, 635, 1
1239, 1210, 1
882, 1895, 1
185, 1676, 1
354, 273, 1
767, 1649, 1
1300, 616, 1
634, 219, 1
1042, 127, 1
1683, 654, 2
1115, 89, 1
1210, 1735, 1
1465, 1440, 1
28, 954, 1
1370, 1143, 1
1780, 83, 1
1666, 330, 1
226, 155, 1
1526, 743, 1
