x_coordinate,y_coordinate,no_packages
1809, 1671, 1
305, 1416, 1
1737, 203, 1
707, 1554, 1
457, 407, 1
1558, 577, 1
81, 1265, 1
1601, 335, 1
26, 1954, 1
1680, 41, 2
729, 1822, 1
379, 602, 1
986, 476, 1
1184, 487, 4
314, 1858, 1
1028, 1117, 1
1611, 1092, 1
438, 164, 1
349, 171, 1
1318, 1310, 1
164, 964, 4
1067, 1768, 1
927, 275, 1
1261, 1049, 1
205, 1011, 1
691, 1157, 1
178, 1899, 1
557, 1607, 1
1556, 136, 1
497, 450, 1
1253, 747, 1
1996, 24, 1
939, 1479, 3
1063, 194, 1
1079, 1311, 1
569, 103, 1
1311, 589, 1
1836, 1975, 1
1532, 1238, 1
971, 1647, 1
775, 304, 1
942, 1761, 4
168, 62, 1
1600, 1476, 3
484, 1510, 1
1513, 441, 1
945, 1050, 1
1587, 599, 3
1661, 1439, 1
636, 449, 1
1454, 1730, 1
1599, 240, 1
296, 1484, 2
948, 1092, 2
452, 1306, 1
453, 1495, 1
598, 479, 1
347, 1452, 1
842, 1046, 1
1837, 438, 1
1161, 1590, 1
1606, 51, 1
498, 1743, 1
422, 1983, 1
541, 1788, 1
730, 1067, 1
475, 1954, 1
1442, 961, 1
1935, 610, 1
1919, 1691, 1
1561, 612, 1
1812, 298, 1
826, 1673, 2
158, 740, 1
1149, 1895, 2
1217, 1962, 1
1202, 391, 1
457, 1136, 1
1492, 336, 1
148, 287, 1
1885, 518, 1
1530, 1563, 1
280, 151, 1
1252, 3, 1
779, 441, 1
1590, 1580, 1
625, 1495, 1
1494, 197, 1
1973, 1756, 1
384, 1499, 2
837, 312, 1
983, 158, 2
1943, 1885, 2
447, 885, 1
904, 1669, 1
1666, 1132, 1
547, 45, 1
109, 428, 2
1944, 55, 1
301, 226, 1
1561, 177, 1
250, 1362, 1
1161, 813, 1
1381, 954, 1
585, 1601, 1
616, 1799, 1
1573, 1053, 1
229, 1398, 1
1832, 542, 1
1801, 787, 1
203, 1678, 1
1092, 908, 1
507, 337, 1
822, 207, 1
769, 1502, 1
954, 1095, 1
439, 1734, 2
24, 968, 1
1499, 1276, 1
890, 569, 1
64, 969, 1
526, 1235, 1
1851, 1180, 1
647, 318, 1
1674, 1349, 1
133, 1621, 1
1469, 188, 2
1493, 1233, 1
1506, 1591, 1
581, 1413, 1
449, 756, 1
1837, 1678, 1
1777, 303, 1
467, 387, 2
1114, 806, 2
1076, 174, 1
492, 103, 1
1643, 357, 2
1900, 148, 2
1269, 819, 3
329, 1872, 1
988, 182, 1
822, 1772, 1
1893, 748, 1
1673, 1188, 1
1489, 1876, 1
82, 1413, 1
1386, 619, 1
1341, 1525, 4
1958, 253, 1
740, 1096, 1
97, 1561, 1
1185, 1143, 1
1383, 1658, 1
1067, 741, 1
1963, 158, 1
1303, 416, 1
1346, 566, 1
1877, 323, 1
392, 685, 3
1540, 498, 1
1422, 1560, 1
98, 480, 1
124, 1844, 1
1705, 1189, 1
57, 860, 1
360, 1847, 3
1526, 716, 1
1961, 411, 1
1749, 145, 1
251, 1911, 3
987, 647, 1
2, 667, 2
1177, 846, 1
1087, 919, 1
133, 1772, 1
592, 1404, 1
1592, 734, 1
1366, 39, 1
1720, 373, 1
1486, 1894, 3
1474, 386, 1
429, 6, 1
1426, 1501, 2
311, 1585, 1
1189, 227, 1
789, 900, 1
1969, 380, 2
309, 1595, 1
924, 661, 1
914, 1393, 1
182, 506, 3
131, 107, 1
520, 144, 3
149, 950, 1
906, 176, 1
403, 1217, 1
1837, 1619, 1
575, 1781, 1
943, 1945, 3
