x_coordinate,y_coordinate,no_packages
996, 1306, 1
382, 329, 1
53, 200, 1
1644, 1760, 1
1660, 1974, 2
1713, 1354, 3
1192, 484, 1
310, 85, 1
1662, 178, 1
220, 686, 1
121, 1510, 1
1325, 271, 1
1267, 22, 1
265, 82, 1
1765, 644, 1
1409, 32, 2
1633, 297, 1
1277, 1906, 1
14, 222, 1
456, 777, 1
647, 264, 1
1616, 967, 2
136, 729, 1
21, 419, 1
1997, 324, 3
841, 89, 1
818, 1750, 1
1485, 1469, 1
1403, 600, 1
1456, 610, 1
866, 349, 1
1192, 908, 2
1822, 1758, 2
612, 1316, 1
400, 470, 1
1609, 1181, 1
482, 629, 1
1309, 100, 1
960, 759, 1
707, 1476, 1
1150, 1518, 1
160, 159, 1
514, 1944, 1
1785, 1749, 1
1789, 1962, 1
218, 469, 1
825, 1712, 1
1818, 1526, 1
1412, 515, 1
385, 1193, 1
1904, 250, 1
1232, 1262, 2
711, 455, 1
1961, 1507, 1
45, 1782, 1
169, 1803, 1
718, 181, 1
602, 1254, 1
1888, 709, 1
584, 1050, 1
1310, 1886, 1
261, 1642, 2
754, 1819, 1
738, 827, 1
1880, 212, 1
983, 856, 1
1765, 1927, 1
1801, 381, 1
1129, 815, 1
956, 101, 1
1303, 860, 1
711, 1506, 1
696, 1017, 1
925, 314, 2
1196, 854, 4
1969, 254, 1
1499, 1900, 1
398, 1385, 1
1217, 1660, 1
136, 52, 1
907, 1944, 1
1487, 861, 1
1488, 1276, 2
1999, 361, 1
37, 1588, 1
935, 1785, 1
1144, 580, 1
620, 512, 1
492, 1648, 1
1558, 229, 1
923, 474, 1
289, 1629, 4
1222, 1405, 1
1686, 312, 1
975, 329, 1
384, 520, 1
1817, 1882, 1
657, 1208, 1
1614, 110, 1
475, 1064, 1
774, 126, 1
1693, 641, 1
333, 1961, 1
337, 1504, 1
168, 1954, 1
1575, 1263, 2
223, 108, 1
1109, 719, 1
1469, 1057, 4
1700, 80, 1
352, 1404, 1
349, 1659, 1
1993, 752, 1
1578, 310, 1
1960, 906, 1
133, 1306, 1
176, 1122, 1
99, 926, 1
373, 455, 1
439, 1779, 1
534, 1982, 1
1948, 754, 1
1182, 1261, 1
818, 1495, 3
1101, 1043, 1
788, 86, 1
25, 832, 1
1942, 1128, 2
1446, 157, 1
1495, 605, 1
1849, 1685, 1
185, 262, 1
1793, 1670, 1
1390, 192, 1
1341, 700, 1
814, 1899, 2
494, 402, 1
881, 1829, 1
722, 482, 1
1532, 1241, 2
521, 625, 1
761, 1543, 1
417, 817, 1
1840, 1732, 1
570, 1040, 1
1351, 1985, 1
1809, 698, 1
44, 519, 1
1009, 318, 1
379, 1868, 1
1730, 423, 1
1376, 708, 2
1187, 1259, 1
1704, 1625, 1
1398, 218, 1
1674, 560, 1
1026, 307, 2
758, 965, 1
90, 1806, 1
1770, 1521, 1
1190, 832, 2
1610, 1957, 1
1073, 708, 1
1766, 1256, 4
1646, 1621, 2
1964, 580, 1
1315, 1831, 1
1682, 1105, 1
1546, 937, 2
1490, 1166, 1
708, 1749, 1
733, 880, 1
1349, 411, 2
449, 873, 1
438, 357, 1
631, 1304, 2
781, 1561, 1
620, 611, 1
1935, 127, 1
1665, 866, 1
857, 579, 1
479, 1453, 3
1994, 160, 1
1904, 1665, 2
760, 1863, 1
33, 794, 1
1130, 1722, 1
1819, 1035, 1
817, 1292, 2
1311, 1741, 1
871, 1994, 1
1481, 95, 2
1846, 1347, 1
547, 1373, 1
1548, 207, 1
1405, 956, 1
752, 941, 1
1149, 377, 3
1125, 1674, 1
291, 1174, 2
1809, 1323, 1
970, 1203, 1
1787, 1835, 1
612, 606, 1
1207, 1043, 1
465, 716, 4
168, 1779, 1
1301, 1166, 1
266, 1994, 1
230, 305, 1
870, 1741, 1
1511, 1976, 1
1967, 550, 1
770, 1551, 1
878, 1945, 1
1433, 368, 1
1326, 1542, 1
396, 1050, 1
1528, 935, 1
756, 800, 2
1676, 362, 1
319, 1062, 1
406, 1183, 1
1129, 1033, 2
1187, 1485, 3
696, 1769, 1
1440, 962, 1
980, 851, 1
234, 1775, 1
1993, 1779, 1
1193, 53, 1
225, 827, 1
1452, 1557, 1
1341, 620, 1
136, 830, 1
655, 1078, 2
959, 1005, 2
1437, 1046, 1
989, 637, 1
1710, 1675, 1
938, 882, 1
365, 435, 1
1008, 970, 1
1134, 1189, 1
618, 548, 1
1441, 367, 2
440, 1750, 1
1015, 1430, 1
530, 1957, 1
93, 437, 1
1615, 311, 1
274, 1005, 3
1441, 850, 1
216, 549, 1
1490, 1140, 1
675, 1489, 1
51, 1370, 1
1180, 1758, 1
691, 1402, 1
1016, 1494, 2
1325, 960, 1
75, 1719, 1
505, 891, 1
567, 634, 1
1913, 588, 1
1431, 1419, 1
988, 277, 2
1801, 561, 1
1904, 1905, 3
1956, 623, 2
962, 1792, 2
1356, 1950, 1
1104, 1958, 1
1573, 971, 1
577, 1624, 1
833, 1345, 2
991, 1811, 1
1671, 197, 1
1663, 1724, 1
1360, 1535, 2
1147, 366, 1
1365, 1810, 1
696, 1123, 2
1617, 377, 2
1680, 1100, 1
1139, 1882, 2
1084, 207, 1
1949, 1145, 1
765, 629, 1
782, 1501, 2
722, 34, 2
283, 158, 1
1026, 320, 1
360, 1787, 1
431, 115, 1
1446, 537, 1
820, 1263, 1
1065, 1412, 1
227, 144, 1
1915, 1925, 1
179, 1775, 1
930, 8, 1
1248, 1276, 2
656, 216, 1
311, 936, 1
1952, 1992, 1
1821, 1996, 2
1903, 1735, 1
103, 1524, 1
1415, 133, 1
1268, 1156, 1
905, 977, 1
372, 1188, 1
1434, 1504, 1
803, 1821, 1
1053, 95, 2
969, 765, 1
1605, 434, 1
1788, 918, 1
684, 998, 1
1216, 468, 1
1874, 99, 1
1247, 497, 1
1975, 1438, 1
484, 144, 1
645, 726, 1
284, 302, 1
1153, 1272, 1
339, 1197, 1
1150, 543, 1
373, 1504, 1
1639, 856, 1
1239, 623, 1
1660, 1976, 1
1472, 798, 1
248, 1007, 1
264, 290, 1
1111, 1766, 2
1319, 1336, 1
1024, 1852, 3
413, 1556, 1
1628, 1692, 1
1600, 802, 1
1826, 569, 1
1625, 1037, 1
331, 1574, 1
1823, 1193, 1
857, 392, 1
984, 563, 1
915, 1126, 1
675, 1182, 2
1716, 1856, 1
1466, 1354, 1
1130, 1912, 1
405, 227, 1
1056, 751, 1
1418, 449, 1
1864, 861, 1
1823, 1188, 2
1402, 1227, 1
1577, 1687, 1
1469, 951, 1
542, 1442, 2
1368, 547, 1
552, 752, 1
1982, 757, 1
1888, 243, 1
1414, 1731, 1
662, 1104, 1
24, 171, 1
1822, 1885, 1
1682, 528, 1
545, 309, 2
119, 484, 1
1564, 1061, 1
1030, 648, 1
737, 166, 1
173, 311, 2
1315, 1178, 1
1711, 445, 1
57, 730, 1
102, 848, 1
594, 1290, 1
582, 998, 1
1556, 1068, 1
1592, 527, 2
1993, 1392, 1
1068, 814, 4
78, 1222, 1
117, 517, 1
1297, 941, 1
450, 1564, 1
561, 854, 1
648, 1005, 1
798, 1814, 1
1701, 1338, 1
896, 1905, 1
853, 688, 1
551, 1583, 1
1974, 922, 1
1350, 478, 2
1737, 1334, 1
775, 604, 1
1060, 1449, 1
498, 191, 1
551, 1711, 1
889, 494, 1
1799, 1874, 1
1568, 1974, 1
536, 343, 1
1732, 9, 1
1800, 49, 1
215, 430, 1
396, 383, 1
1939, 1278, 1
1675, 132, 1
167, 1199, 1
1270, 1207, 1
60, 1034, 2
1032, 1807, 2
1038, 1283, 1
1742, 393, 1
1235, 960, 1
1, 450, 2
1349, 1181, 2
277, 1275, 1
247, 398, 1
1377, 1196, 1
312, 167, 1
1550, 1913, 1
373, 699, 1
1635, 998, 1
1117, 442, 2
1967, 340, 1
1733, 377, 1
862, 1599, 4
631, 11, 1
6, 599, 1
892, 1076, 1
424, 192, 1
1905, 1030, 3
1351, 655, 1
163, 1480, 2
1617, 1981, 2
897, 1328, 1
640, 1443, 2
1246, 798, 1
1576, 1320, 1
213, 324, 1
173, 155, 1
23, 1899, 1
785, 1353, 1
1076, 1831, 1
1697, 1116, 1
1377, 782, 1
946, 1766, 1
415, 1796, 1
46, 657, 1
588, 166, 1
31, 1356, 1
1161, 671, 1
813, 715, 1
909, 628, 1
1316, 1530, 1
1443, 578, 1
1355, 1139, 1
121, 1839, 1
1963, 1267, 1
655, 489, 1
515, 771, 1
749, 821, 1
1855, 844, 1
212, 1307, 1
412, 511, 1
299, 304, 1
457, 1787, 1
1907, 278, 4
1855, 696, 1
610, 1353, 1
1644, 596, 1
1752, 811, 1
1671, 686, 1
1806, 118, 1
11, 948, 4
45, 1297, 1
1470, 1137, 1
793, 1661, 1
1897, 1621, 1
939, 1432, 1
1872, 1442, 1
102, 518, 3
1776, 1762, 1
1226, 1305, 1
1860, 1996, 1
9, 829, 1
1806, 416, 1
1369, 1574, 1
793, 403, 1
328, 1007, 2
134, 471, 1
