x_coordinate,y_coordinate,no_packages
1864, 1012, 1
1118, 668, 1
513, 1979, 1
1693, 698, 1
1856, 1318, 1
848, 1203, 1
69, 445, 1
1984, 613, 1
1380, 1962, 3
456, 1443, 1
482, 1481, 4
69, 1999, 1
1701, 1443, 1
1936, 543, 1
96, 1063, 2
1824, 373, 1
595, 1747, 1
1846, 351, 1
1702, 1073, 1
872, 1396, 2
1163, 1061, 1
1669, 1263, 3
1376, 72, 1
1665, 1614, 1
876, 1101, 1
838, 1275, 1
1433, 666, 1
1696, 51, 1
1470, 1687, 1
137, 206, 1
1442, 1911, 1
1523, 578, 1
299, 750, 1
1773, 1879, 1
151, 1263, 1
350, 18, 1
1874, 1319, 1
1703, 588, 1
637, 1245, 2
49, 451, 1
702, 1520, 1
691, 644, 2
338, 1520, 1
1715, 1294, 1
560, 1955, 1
432, 1343, 1
1156, 773, 1
1481, 1351, 1
1627, 179, 1
499, 194, 1
604, 1094, 2
1363, 591, 1
142, 1979, 1
1043, 1522, 1
758, 93, 1
491, 1870, 1
84, 1113, 1
196, 1474, 1
578, 410, 1
1674, 1263, 1
257, 1373, 1
1806, 20, 1
1007, 1954, 1
1794, 714, 1
1664, 881, 2
459, 410, 1
1180, 938, 1
1578, 1584, 1
761, 994, 4
547, 1678, 1
1365, 282, 1
480, 849, 1
1868, 180, 2
104, 1040, 1
1035, 1539, 1
15, 160, 1
1513, 1944, 1
1306, 1235, 1
1113, 1139, 1
1354, 1790, 1
427, 422, 1
738, 1497, 1
7, 493, 2
1677, 583, 2
478, 147, 1
1517, 1075, 2
948, 2, 1
1365, 317, 1
819, 189, 1
314, 1890, 1
198, 730, 1
907, 1861, 1
1488, 1325, 2
216, 320, 1
1248, 816, 1
1831, 377, 1
791, 1764, 3
430, 330, 1
962, 671, 1
1669, 42, 1
