x_coordinate,y_coordinate,no_packages
1200, 194, 2
1271, 1925, 1
489, 1116, 1
505, 821, 1
829, 125, 1
121, 1940, 1
1527, 481, 1
1067, 1617, 1
1832, 1158, 1
710, 665, 2
351, 1117, 1
724, 1210, 1
1045, 181, 1
1914, 941, 1
1462, 1876, 1
664, 1438, 1
640, 376, 1
1814, 1484, 1
1249, 1623, 1
1343, 1979, 1
953, 1297, 1
1082, 539, 1
1740, 651, 1
434, 1712, 1
185, 1336, 1
1702, 1522, 1
426, 511, 1
909, 327, 1
1505, 694, 1
1494, 1630, 1
985, 1657, 1
22, 1113, 1
551, 858, 1
1020, 1036, 1
521, 1097, 1
841, 1947, 1
1436, 1389, 1
1191, 1411, 1
220, 1423, 1
1843, 1821, 1
920, 1921, 1
852, 844, 1
551, 526, 1
568, 632, 1
100, 1509, 1
1121, 1752, 1
1120, 1894, 1
1078, 1934, 1
1642, 300, 1
939, 1854, 1
