x_coordinate,y_coordinate,no_packages
1046, 568, 1
1046, 1291, 2
717, 333, 1
154, 1284, 1
514, 539, 1
1468, 1656, 1
1593, 18, 1
1270, 1562, 3
840, 849, 3
273, 1764, 1
406, 1048, 3
369, 1681, 1
1464, 180, 1
230, 65, 1
1131, 1138, 1
1168, 1044, 1
601, 1487, 1
1035, 1047, 2
921, 1853, 1
1555, 148, 1
470, 378, 1
883, 1998, 1
959, 1497, 4
794, 1845, 1
720, 1321, 1
1413, 454, 3
404, 593, 1
1586, 651, 2
509, 1556, 2
854, 1728, 1
472, 712, 1
442, 1332, 1
1878, 1562, 1
617, 162, 1
1760, 669, 1
362, 1642, 1
1034, 677, 1
20, 736, 2
586, 522, 1
1577, 1993, 1
1267, 477, 1
158, 1262, 1
1738, 1119, 1
1011, 1699, 1
1683, 515, 3
669, 1260, 1
1434, 493, 1
1649, 140, 1
1528, 1431, 1
1341, 970, 1
1681, 1285, 1
1256, 825, 1
80, 494, 1
977, 1165, 1
877, 913, 1
717, 1748, 1
1533, 836, 1
1105, 350, 1
1109, 1465, 1
1529, 65, 1
1963, 627, 1
1825, 982, 1
767, 1281, 2
1036, 2, 1
150, 1556, 1
337, 24, 1
1836, 861, 1
302, 332, 1
311, 1126, 1
983, 1949, 1
750, 1275, 1
140, 968, 1
877, 597, 1
1569, 1662, 1
953, 1350, 1
1577, 1522, 1
1049, 1661, 1
498, 568, 1
1561, 630, 1
1523, 700, 3
48, 1275, 1
640, 698, 1
1339, 901, 1
929, 428, 2
609, 187, 1
841, 258, 1
381, 904, 1
563, 1396, 1
119, 150, 1
477, 565, 1
332, 193, 1
1947, 1848, 1
631, 1498, 1
1958, 1091, 1
1396, 445, 1
1154, 1260, 1
1208, 1708, 1
1109, 11, 1
993, 802, 1
1642, 1879, 2
1443, 1738, 1
1932, 1091, 1
949, 1290, 3
846, 1604, 1
517, 763, 1
547, 1713, 3
965, 12, 1
1740, 1434, 1
1408, 463, 1
145, 1481, 1
694, 1355, 1
442, 1807, 1
1832, 1185, 2
1241, 522, 1
520, 1798, 1
394, 798, 1
1813, 1220, 1
710, 1018, 1
1581, 1240, 1
979, 699, 2
362, 1357, 1
145, 1844, 2
898, 457, 1
928, 1575, 1
317, 1765, 1
1946, 1629, 1
1877, 170, 4
729, 1650, 1
447, 1874, 1
465, 473, 1
1353, 748, 1
1046, 1173, 1
1176, 597, 1
1059, 213, 1
78, 579, 1
654, 1098, 1
501, 661, 1
1398, 1267, 1
1789, 1342, 1
207, 554, 1
789, 904, 1
1624, 1601, 1
1519, 803, 1
207, 1231, 1
1381, 1857, 1
925, 1299, 1
926, 757, 1
1214, 1010, 1
1833, 1086, 3
1797, 1148, 1
635, 908, 1
215, 175, 1
534, 1619, 1
704, 1153, 1
553, 114, 1
1582, 39, 1
103, 318, 1
242, 253, 2
1091, 533, 3
1565, 1484, 1
759, 944, 1
373, 1233, 1
1995, 1016, 2
1362, 1636, 1
490, 724, 1
742, 1649, 1
41, 1672, 1
1557, 1248, 3
363, 52, 1
1580, 1680, 1
672, 1673, 1
761, 1796, 1
961, 97, 1
649, 1741, 1
742, 1135, 1
161, 837, 1
1270, 1887, 1
1266, 647, 3
1247, 83, 1
1989, 1117, 1
681, 510, 1
1324, 781, 1
1054, 1973, 3
1458, 402, 1
1863, 1428, 1
253, 1277, 1
771, 1619, 1
1206, 1359, 1
944, 669, 1
895, 517, 1
1178, 985, 1
1077, 713, 1
116, 421, 1
572, 1195, 1
254, 1196, 1
1587, 238, 1
1867, 1949, 1
1798, 458, 1
823, 21, 1
787, 1298, 1
1494, 471, 1
244, 1226, 1
61, 458, 1
845, 1519, 1
1090, 1876, 1
346, 1958, 1
1965, 1422, 1
1625, 1643, 1
1981, 594, 1
887, 1113, 4
414, 1676, 2
1646, 1815, 1
1848, 1916, 1
1817, 53, 1
247, 155, 1
1993, 1683, 1
1391, 14, 1
401, 392, 1
1576, 1608, 2
334, 1108, 1
707, 1351, 1
626, 735, 1
590, 590, 1
1690, 584, 1
409, 1503, 3
1247, 1587, 4
82, 1793, 1
753, 1584, 3
1219, 680, 1
1732, 858, 1
1095, 1626, 1
832, 1276, 1
1752, 200, 1
193, 1730, 2
1449, 1733, 1
618, 281, 2
1203, 800, 1
1776, 465, 1
1668, 1316, 2
1532, 481, 1
1296, 589, 1
1244, 55, 1
1041, 1570, 1
66, 346, 1
48, 879, 1
1089, 1532, 2
1026, 107, 1
793, 885, 1
1990, 835, 3
139, 659, 1
1574, 1570, 1
3, 1328, 1
1583, 978, 1
61, 1004, 1
17, 979, 1
1104, 1605, 1
1722, 1084, 1
1779, 725, 4
389, 1884, 2
391, 284, 1
207, 723, 1
622, 1611, 3
1521, 274, 1
366, 1676, 1
648, 1260, 1
1104, 410, 1
1749, 1206, 1
1936, 1755, 1
402, 1021, 1
848, 620, 1
1826, 1787, 1
1363, 1388, 1
1846, 1605, 1
1355, 24, 1
969, 1208, 1
1014, 1109, 1
1046, 386, 1
31, 1258, 1
1938, 405, 1
599, 1899, 1
1396, 1809, 1
1682, 1815, 1
1355, 1651, 1
467, 1708, 1
1172, 616, 1
24, 1416, 2
100, 169, 2
73, 728, 1
911, 275, 1
140, 1796, 1
1548, 685, 1
1864, 408, 2
318, 7, 1
636, 638, 1
1636, 951, 4
1391, 879, 1
1461, 1222, 1
1867, 380, 1
1926, 1872, 1
55, 1789, 2
974, 387, 1
1915, 1213, 1
1028, 1160, 3
208, 1953, 3
1982, 1097, 1
1520, 994, 1
1611, 1587, 1
275, 1812, 2
255, 40, 1
484, 1401, 1
1066, 1923, 1
1623, 613, 1
1466, 216, 1
1458, 1610, 1
900, 267, 1
741, 370, 1
571, 562, 1
1059, 1197, 1
552, 1558, 1
216, 1155, 1
1278, 1772, 1
1031, 607, 1
872, 1970, 1
76, 1838, 1
957, 477, 1
196, 1686, 1
1314, 221, 1
1350, 601, 1
1237, 1801, 1
1281, 778, 1
1497, 1253, 3
996, 153, 1
448, 1376, 1
563, 1848, 1
238, 395, 1
1132, 942, 1
1459, 612, 2
328, 1843, 1
1339, 390, 1
631, 792, 1
619, 788, 1
630, 1898, 1
1432, 1563, 1
1343, 404, 1
327, 670, 1
515, 450, 1
1915, 1265, 1
1334, 1322, 2
130, 1538, 1
833, 1123, 1
1421, 1333, 2
1495, 772, 1
992, 847, 1
862, 805, 1
1801, 1823, 2
324, 977, 1
1186, 1791, 1
1851, 387, 1
1727, 300, 1
1759, 1271, 1
1182, 1350, 1
1070, 1123, 1
1807, 861, 1
200, 491, 1
489, 147, 1
349, 1301, 1
1981, 415, 1
839, 1778, 1
943, 492, 3
1802, 260, 1
10, 688, 1
1365, 645, 1
1786, 1738, 1
1148, 1665, 3
1906, 323, 2
1683, 1071, 1
361, 1348, 1
876, 1268, 1
1268, 1487, 1
1579, 888, 1
955, 1859, 1
654, 513, 3
472, 1324, 1
362, 354, 1
1890, 1678, 2
533, 1016, 1
1511, 533, 1
1291, 980, 1
1749, 12, 1
186, 1057, 1
1277, 1913, 1
152, 1883, 1
1703, 851, 1
476, 1285, 1
351, 17, 2
1696, 425, 1
1067, 884, 1
1790, 598, 1
167, 1568, 1
1427, 1357, 1
1358, 1588, 1
1439, 1068, 1
1050, 712, 4
1358, 616, 1
1821, 1728, 1
1536, 389, 1
1237, 882, 1
221, 1381, 1
1545, 1390, 1
702, 1791, 1
1340, 934, 1
548, 1552, 1
218, 771, 1
1462, 860, 1
575, 496, 1
1015, 1182, 1
570, 799, 1
1170, 1646, 1
1569, 1299, 1
1665, 1242, 1
748, 1400, 1
867, 927, 1
1118, 1353, 1
1539, 201, 1
392, 1294, 1
1010, 1455, 1
1080, 1317, 1
33, 619, 2
1552, 608, 1
1254, 1992, 1
208, 1807, 1
581, 656, 2
1517, 384, 2
42, 932, 1
266, 1816, 1
895, 1387, 1
979, 1343, 1
1750, 1138, 1
1777, 1315, 1
481, 1696, 1
361, 1098, 1
1754, 709, 1
1014, 838, 1
959, 317, 1
10, 1420, 3
865, 1820, 2
1352, 723, 1
1491, 1357, 1
1855, 219, 1
1726, 857, 1
1466, 205, 1
1659, 1825, 1
1145, 1471, 2
355, 1303, 1
1847, 963, 1
1305, 1836, 2
275, 485, 1
1901, 99, 1
1014, 1015, 1
1074, 152, 1
230, 653, 1
1496, 950, 3
605, 484, 1
1356, 827, 1
286, 925, 1
2, 272, 1
1146, 883, 2
203, 1862, 1
1281, 153, 1
1262, 732, 1
1906, 1635, 1
887, 277, 1
1708, 313, 1
819, 1108, 1
1973, 1825, 3
962, 1155, 1
1760, 1087, 1
747, 1191, 1
1897, 1936, 1
517, 1742, 1
175, 1575, 1
1430, 690, 1
482, 1545, 1
682, 37, 2
907, 866, 1
214, 429, 2
523, 752, 1
1210, 123, 1
1992, 184, 1
1768, 1042, 1
1701, 1355, 1
1421, 806, 1
1759, 339, 1
847, 631, 1
181, 757, 1
1301, 516, 1
1895, 1242, 1
228, 960, 2
1052, 1569, 1
1835, 238, 1
