x_coordinate,y_coordinate,no_packages
1055, 760, 1
1132, 1322, 1
2, 156, 1
375, 976, 1
865, 914, 1
409, 1302, 1
1567, 1792, 1
1637, 953, 1
1123, 305, 1
196, 965, 1
1613, 230, 1
1202, 319, 1
1683, 681, 1
1618, 726, 1
728, 791, 1
1261, 1718, 1
1269, 335, 1
1851, 66, 1
772, 808, 1
869, 481, 1
1994, 468, 1
947, 1018, 1
1253, 362, 1
1740, 1253, 1
1005, 1839, 1
1966, 1667, 1
450, 1290, 1
368, 814, 1
1668, 1623, 1
1618, 557, 1
1463, 1100, 1
991, 994, 1
1113, 75, 1
434, 1620, 1
197, 1637, 1
736, 1441, 1
1571, 1820, 1
1485, 865, 1
1079, 1387, 2
1150, 1293, 1
1327, 968, 1
1024, 544, 1
577, 1089, 1
1469, 97, 1
766, 1750, 1
1726, 516, 1
580, 1272, 1
1809, 1926, 1
1835, 907, 1
248, 1200, 1
