x_coordinate,y_coordinate,no_packages
359, 943, 3
242, 168, 1
511, 1727, 1
389, 54, 4
739, 419, 1
934, 1997, 2
914, 111, 1
634, 543, 4
171, 1289, 1
541, 433, 1
1167, 144, 1
480, 1899, 1
1712, 1187, 1
909, 1762, 1
1459, 12, 1
1369, 295, 1
1436, 198, 1
599, 972, 1
1909, 1852, 3
1071, 1462, 1
1093, 289, 1
1921, 998, 1
1776, 1997, 1
656, 590, 1
893, 1825, 1
1323, 1884, 1
1410, 592, 1
1073, 364, 1
208, 690, 1
424, 662, 1
757, 1401, 1
6, 1652, 1
997, 1789, 1
463, 974, 1
1689, 1996, 1
502, 1254, 4
287, 1069, 1
12, 482, 1
1457, 1607, 1
108, 1525, 1
1007, 1062, 1
1531, 1371, 1
83, 342, 1
1213, 1618, 1
1645, 1619, 1
413, 656, 1
325, 1873, 2
274, 185, 1
109, 1121, 1
1838, 165, 1
108, 408, 1
1030, 1796, 1
373, 853, 2
1920, 1174, 1
835, 886, 1
1292, 1534, 1
1474, 1556, 1
659, 569, 1
1267, 1382, 1
968, 16, 1
1934, 522, 2
142, 1060, 1
1075, 731, 1
1230, 87, 2
1626, 1323, 4
1712, 1441, 2
291, 87, 2
444, 1722, 1
1370, 402, 3
1184, 159, 1
545, 1885, 1
227, 1395, 1
11, 745, 1
253, 1963, 3
1844, 384, 1
185, 613, 1
1804, 899, 1
1326, 517, 1
1208, 902, 1
1509, 874, 1
1919, 855, 1
883, 1652, 1
1703, 1683, 1
750, 511, 1
540, 38, 1
311, 1260, 1
729, 1401, 1
1909, 1061, 1
1870, 1702, 1
1168, 1615, 1
1172, 717, 1
897, 1661, 2
1704, 945, 1
1163, 1038, 1
261, 637, 1
478, 1534, 1
934, 1200, 2
1657, 1806, 1
297, 328, 1
1580, 1071, 3
1287, 1559, 1
999, 870, 1
1094, 1437, 1
1820, 1597, 2
1982, 1864, 1
981, 89, 1
1897, 1222, 2
1230, 1760, 1
761, 390, 1
1960, 1723, 1
1848, 925, 1
660, 1412, 1
1502, 1754, 1
1788, 149, 1
877, 1546, 1
717, 1879, 1
1681, 1378, 1
779, 114, 1
423, 1613, 1
177, 541, 1
152, 1401, 1
8, 301, 2
1888, 1735, 1
695, 1992, 1
258, 795, 1
45, 111, 2
122, 1058, 1
816, 759, 2
1028, 1503, 1
221, 135, 2
105, 558, 1
677, 732, 1
1901, 1111, 1
1829, 1106, 1
1218, 1900, 1
115, 1663, 1
1859, 1948, 1
1095, 917, 1
1877, 16, 2
68, 1537, 1
1218, 243, 1
1898, 1046, 4
886, 1837, 1
70, 435, 1
1547, 920, 1
1651, 906, 3
711, 614, 1
21, 1288, 1
826, 1575, 1
699, 1925, 2
1662, 286, 1
1843, 273, 1
1260, 129, 1
328, 713, 1
1455, 1982, 1
494, 395, 1
691, 1839, 2
1510, 758, 2
1883, 1337, 1
1535, 1573, 1
821, 582, 1
148, 686, 1
677, 1597, 1
286, 1835, 1
57, 169, 1
1400, 1950, 1
1154, 705, 1
1308, 268, 3
666, 493, 1
33, 662, 1
1544, 720, 2
29, 1336, 1
1816, 1543, 1
7, 1844, 1
111, 977, 1
1198, 395, 1
428, 1142, 1
1348, 865, 1
290, 570, 3
1916, 1380, 1
851, 821, 1
1695, 874, 1
147, 1496, 4
772, 1071, 1
679, 1009, 1
1048, 1055, 2
670, 149, 1
443, 1385, 1
1765, 936, 2
1835, 20, 1
1504, 685, 1
1773, 940, 1
1323, 1732, 1
633, 1974, 1
250, 715, 1
87, 526, 2
359, 1555, 1
1, 138, 2
1373, 32, 1
465, 302, 1
1992, 1381, 1
1190, 1047, 1
1005, 1843, 1
1276, 129, 1
1821, 1740, 4
1606, 103, 1
147, 1117, 1
1241, 102, 1
1911, 1796, 1
1204, 201, 1
120, 804, 2
598, 1201, 1
1569, 1501, 2
838, 1516, 1
1652, 24, 1
1864, 1302, 1
1875, 1466, 1
837, 1542, 3
1844, 934, 1
1339, 1618, 1
1342, 324, 1
720, 926, 2
312, 674, 1
1728, 1533, 1
430, 433, 1
1046, 505, 1
1968, 1538, 1
1063, 1621, 1
1049, 65, 1
1520, 1482, 1
1068, 866, 1
439, 436, 4
1381, 1426, 1
746, 684, 1
398, 387, 2
162, 1573, 1
767, 900, 1
1705, 281, 1
1439, 1032, 1
724, 691, 1
58, 65, 1
111, 824, 1
1278, 42, 1
94, 250, 1
1477, 1379, 1
794, 812, 1
366, 1623, 1
1091, 1471, 1
506, 1440, 1
437, 1688, 4
1241, 198, 2
239, 150, 1
690, 1687, 1
281, 354, 1
1651, 1739, 1
478, 321, 1
296, 581, 1
1224, 1524, 1
297, 368, 1
1092, 1589, 1
1362, 1075, 2
788, 546, 1
954, 305, 1
201, 1009, 2
1189, 1147, 1
64, 1789, 2
214, 137, 1
562, 61, 1
41, 1228, 1
902, 213, 1
33, 1661, 1
685, 489, 1
794, 1993, 1
1741, 411, 1
1593, 501, 2
1989, 668, 1
38, 738, 1
1919, 575, 1
739, 96, 1
600, 1484, 1
630, 1322, 1
211, 680, 1
1788, 1648, 1
1457, 290, 1
1893, 1472, 1
1534, 806, 2
1496, 1454, 1
502, 1377, 1
775, 524, 1
1602, 136, 1
73, 1264, 1
1354, 710, 1
916, 1627, 1
1780, 1189, 1
226, 1757, 1
395, 211, 1
1961, 1831, 1
307, 1637, 3
1749, 1855, 1
1377, 1653, 1
1566, 21, 1
1554, 442, 1
1201, 621, 1
585, 792, 1
119, 1084, 1
220, 731, 1
818, 1895, 1
1372, 712, 1
224, 1928, 1
1475, 1060, 1
1254, 1650, 4
659, 679, 1
1157, 311, 1
876, 1801, 1
43, 1427, 1
1502, 708, 2
698, 302, 2
1924, 739, 1
347, 612, 1
1095, 1663, 1
105, 1588, 1
866, 1633, 1
570, 1984, 1
874, 369, 1
1403, 1404, 1
57, 1485, 2
955, 913, 1
1945, 1009, 1
1914, 1161, 1
1814, 1518, 1
1292, 1870, 1
106, 1260, 1
1675, 392, 1
1451, 330, 1
1894, 1852, 1
1588, 727, 1
665, 947, 1
1612, 949, 1
1753, 1334, 1
1541, 864, 1
1605, 326, 2
882, 1528, 1
1462, 1797, 1
545, 350, 1
1593, 585, 1
1507, 852, 3
819, 1419, 1
1110, 110, 1
355, 31, 1
621, 787, 3
772, 1668, 1
1201, 1920, 1
875, 1875, 1
638, 1177, 2
437, 405, 1
1160, 1655, 1
898, 1303, 1
174, 382, 1
1199, 1482, 1
899, 120, 1
976, 1459, 1
664, 706, 4
368, 1560, 1
411, 1639, 1
667, 561, 1
361, 1229, 2
1841, 1194, 1
1840, 1413, 2
989, 1118, 1
61, 514, 1
347, 140, 1
955, 715, 1
227, 1598, 1
1467, 213, 1
1634, 1556, 1
1671, 876, 1
880, 166, 1
622, 1000, 3
1616, 1858, 1
1702, 349, 1
46, 1362, 1
1430, 1762, 3
283, 488, 1
1270, 651, 1
426, 1929, 3
601, 1066, 1
1548, 1447, 1
1954, 576, 1
1296, 753, 1
897, 152, 1
1249, 1790, 1
1976, 1741, 1
607, 1787, 1
485, 606, 4
141, 755, 1
1231, 650, 1
441, 671, 1
1135, 862, 1
1314, 137, 1
780, 1193, 2
437, 1141, 1
1556, 1862, 2
775, 1575, 1
947, 98, 1
1821, 106, 1
277, 587, 1
1615, 67, 1
989, 1463, 1
924, 1786, 1
995, 390, 1
1052, 1138, 2
1471, 598, 1
215, 872, 1
566, 1482, 1
1036, 1682, 1
333, 1492, 1
750, 1368, 3
1256, 1436, 1
831, 1406, 1
87, 1976, 1
602, 1173, 1
1584, 1054, 1
4, 620, 1
618, 1556, 1
879, 447, 1
544, 1703, 1
441, 802, 1
1716, 734, 1
361, 23, 1
416, 1610, 1
1142, 779, 1
178, 427, 1
1416, 1141, 2
440, 659, 1
936, 488, 1
1188, 888, 1
535, 1661, 1
966, 975, 1
1609, 1808, 1
154, 348, 1
659, 708, 1
447, 1544, 1
563, 1657, 1
707, 99, 1
1025, 1464, 1
1462, 179, 1
1088, 569, 1
981, 1336, 2
1483, 1197, 2
1685, 833, 1
746, 1195, 1
484, 862, 3
744, 1952, 1
360, 1663, 1
1689, 1261, 1
499, 652, 1
803, 177, 1
1221, 147, 1
1694, 1413, 1
1711, 1709, 1
1540, 1352, 1
1240, 1912, 1
1044, 1088, 1
820, 1164, 1
66, 183, 2
1515, 1644, 1
1549, 1483, 1
963, 1442, 1
1645, 314, 1
1806, 1190, 1
152, 265, 1
880, 1505, 1
716, 1939, 1
1643, 871, 1
1261, 1930, 1
27, 1455, 1
1882, 1295, 1
903, 1396, 1
470, 434, 1
281, 1596, 1
1484, 1316, 1
1886, 1363, 1
651, 1650, 1
516, 999, 1
462, 154, 1
1496, 666, 3
586, 383, 1
1278, 893, 1
1777, 1119, 1
1707, 670, 1
1739, 1340, 1
1682, 490, 1
614, 106, 1
783, 756, 1
1322, 1461, 1
1644, 1292, 1
1985, 126, 1
1220, 1026, 1
1565, 98, 4
1477, 367, 1
