x_coordinate,y_coordinate,no_packages
203, 169, 2
941, 1701, 1
1049, 1592, 1
253, 951, 1
1640, 657, 1
1610, 1951, 1
680, 96, 1
908, 1400, 1
1062, 228, 1
1137, 1563, 1
1101, 1265, 1
1862, 1429, 1
1257, 1539, 4
782, 776, 1
552, 42, 2
1108, 759, 1
972, 67, 2
1096, 538, 1
1678, 1920, 1
814, 219, 1
331, 1979, 1
1616, 1870, 1
601, 447, 1
639, 981, 1
89, 1234, 1
706, 520, 1
1909, 1992, 1
1028, 635, 1
285, 548, 1
1642, 122, 1
1442, 59, 2
988, 1762, 1
1246, 1568, 1
1109, 1254, 1
1733, 711, 3
1227, 283, 1
1340, 464, 1
1612, 820, 1
857, 485, 1
1501, 1642, 1
469, 1543, 1
82, 286, 1
254, 277, 1
279, 1072, 2
1458, 1857, 1
1052, 143, 1
65, 339, 3
590, 14, 1
1646, 235, 1
1690, 1175, 1
1556, 390, 1
1057, 609, 1
520, 238, 1
596, 1226, 1
1736, 382, 1
1255, 1315, 2
852, 556, 1
380, 25, 1
1243, 1751, 1
59, 1950, 1
123, 1452, 1
494, 710, 1
972, 212, 1
1294, 1965, 1
453, 18, 1
1146, 1387, 1
392, 1020, 1
1981, 999, 2
999, 1222, 1
543, 1586, 1
1725, 1005, 1
1724, 1315, 2
1312, 1279, 1
1246, 196, 1
90, 1265, 1
437, 1909, 1
1395, 1247, 1
924, 1417, 1
754, 1599, 1
129, 1790, 1
1187, 1538, 1
1112, 607, 3
1811, 385, 1
1946, 263, 1
1160, 314, 1
433, 759, 1
384, 1495, 1
1527, 989, 1
1549, 1535, 2
982, 357, 1
1958, 914, 1
1654, 1509, 1
579, 496, 2
1784, 749, 1
1918, 1940, 1
585, 1286, 1
1974, 1377, 1
440, 1240, 1
1593, 1826, 1
577, 522, 1
889, 1240, 1
458, 90, 1
778, 1046, 1
626, 8, 1
499, 118, 1
524, 335, 1
774, 884, 1
978, 143, 1
762, 167, 1
964, 798, 1
48, 1703, 1
1840, 1183, 4
1333, 1637, 1
128, 503, 1
1540, 1674, 1
1369, 763, 1
1047, 962, 1
1161, 577, 1
1776, 1647, 1
1929, 927, 1
1968, 420, 1
1297, 1517, 1
1602, 1117, 1
1194, 476, 2
1847, 1106, 1
1442, 1405, 1
1843, 1465, 1
1769, 123, 1
1802, 1318, 1
792, 1396, 1
965, 453, 1
398, 1833, 2
980, 964, 1
859, 1149, 1
66, 1906, 1
147, 1516, 1
1898, 374, 1
272, 1693, 1
149, 996, 1
475, 316, 1
139, 1534, 1
1208, 237, 1
1351, 385, 1
944, 1277, 1
1022, 845, 1
695, 1277, 1
656, 336, 2
827, 1950, 1
1902, 115, 1
137, 752, 1
448, 1469, 1
1760, 152, 1
1562, 826, 1
1226, 1265, 2
957, 1686, 1
1668, 1724, 2
653, 1383, 1
940, 395, 1
943, 659, 1
715, 28, 1
1999, 1317, 1
626, 1061, 1
962, 351, 1
1321, 311, 1
602, 1288, 2
873, 1330, 2
1674, 555, 1
1331, 1614, 1
3, 1818, 1
997, 212, 1
1278, 457, 1
628, 130, 3
612, 355, 1
728, 476, 1
1147, 1840, 1
1778, 1688, 1
934, 751, 2
567, 1886, 1
989, 714, 1
933, 439, 1
1244, 1817, 1
1724, 254, 1
1029, 1076, 1
1845, 1171, 2
1505, 710, 1
690, 925, 1
1516, 704, 1
1595, 1776, 1
1046, 1432, 1
249, 856, 1
1404, 1796, 1
773, 1057, 1
1334, 849, 1
1146, 1246, 1
794, 1827, 1
1745, 1954, 1
700, 1026, 1
541, 1660, 1
1298, 1702, 1
1887, 14, 1
