x_coordinate,y_coordinate,no_packages
752, 1232, 1
537, 921, 1
1671, 88, 1
683, 4, 1
74, 1201, 1
345, 1121, 1
1659, 963, 1
96, 848, 1
1991, 935, 1
918, 1582, 1
786, 1101, 1
1081, 570, 3
226, 1316, 1
427, 794, 1
1183, 358, 1
909, 966, 1
1620, 1292, 2
814, 76, 1
6, 1751, 1
533, 951, 1
32, 1591, 1
1295, 1655, 2
917, 39, 1
997, 98, 1
1925, 515, 1
1582, 667, 1
104, 1570, 1
176, 8, 1
75, 1592, 1
40, 86, 1
1673, 1306, 1
1725, 315, 1
864, 706, 1
1399, 620, 1
779, 316, 1
846, 335, 1
928, 1839, 1
737, 1247, 1
1900, 45, 1
61, 1284, 1
471, 922, 2
236, 485, 1
120, 1427, 1
674, 337, 1
1152, 87, 1
382, 613, 1
1104, 1028, 1
320, 48, 1
145, 415, 1
677, 741, 1
1462, 1431, 1
1819, 484, 1
1582, 1610, 1
1452, 589, 1
1674, 874, 1
1353, 506, 1
783, 496, 2
343, 1670, 1
1533, 785, 1
1499, 426, 1
1325, 1303, 1
1367, 1356, 2
1794, 1273, 1
1701, 1054, 1
680, 280, 1
1775, 1, 1
1649, 1110, 1
267, 1301, 1
1738, 1891, 1
1200, 269, 1
1412, 1586, 1
986, 1624, 1
1027, 1405, 1
12, 697, 1
955, 1437, 1
910, 922, 1
1466, 1875, 1
120, 882, 1
294, 1439, 4
1583, 1706, 1
1648, 1583, 1
1965, 672, 2
1490, 862, 1
648, 639, 1
61, 1364, 1
777, 1644, 1
1180, 762, 1
1178, 170, 3
210, 261, 1
297, 495, 2
499, 91, 2
505, 859, 1
338, 1220, 1
853, 1221, 2
1489, 1473, 1
748, 1718, 1
1170, 191, 1
1703, 1081, 1
423, 1770, 1
1502, 984, 1
