x_coordinate,y_coordinate,no_packages
999, 423, 2
976, 88, 1
1317, 1878, 1
1470, 1977, 1
1379, 1175, 1
1842, 1260, 1
882, 449, 1
862, 596, 1
910, 1, 1
850, 1550, 1
615, 552, 1
1972, 1182, 1
1374, 1728, 1
865, 1434, 1
1057, 1346, 1
966, 647, 1
1045, 799, 1
1555, 457, 1
1959, 1469, 2
773, 259, 1
126, 909, 1
1715, 382, 1
1328, 1344, 1
1876, 1610, 1
1674, 1119, 1
1011, 1204, 1
1260, 1580, 1
803, 376, 1
1889, 1497, 1
765, 763, 1
1034, 1216, 1
1907, 30, 1
657, 1526, 1
694, 643, 1
941, 1514, 1
1068, 1247, 1
1943, 228, 2
1869, 1716, 2
1122, 1324, 1
286, 1648, 1
1781, 218, 1
1896, 312, 1
1053, 124, 1
672, 1114, 1
1606, 300, 1
204, 772, 1
404, 748, 1
666, 922, 4
410, 1410, 1
890, 1043, 1
1554, 242, 3
372, 1701, 1
999, 654, 1
596, 1353, 1
422, 1782, 1
95, 1275, 2
1069, 891, 1
1359, 316, 2
1139, 858, 1
345, 131, 1
611, 1464, 1
1242, 660, 1
673, 562, 2
1802, 1378, 1
1346, 290, 1
384, 963, 1
1494, 1542, 1
1419, 1953, 1
847, 1403, 1
1378, 1608, 1
854, 1223, 1
951, 955, 1
1201, 1623, 1
1684, 902, 2
803, 1702, 1
11, 1980, 2
1638, 1993, 1
1974, 839, 1
1991, 1979, 3
754, 126, 1
322, 1220, 1
696, 582, 1
1438, 1011, 1
1431, 119, 1
1988, 94, 1
593, 756, 1
857, 1985, 2
377, 1851, 1
1525, 1208, 1
1728, 188, 1
1016, 266, 1
1605, 854, 1
714, 642, 1
1329, 954, 1
1897, 1232, 2
925, 510, 3
1441, 1149, 1
464, 1728, 1
1955, 435, 1
719, 1969, 4
1739, 265, 1
1599, 118, 1
198, 21, 1
1160, 760, 2
121, 1672, 1
1151, 606, 1
1324, 255, 1
253, 693, 1
147, 1268, 1
1407, 1621, 1
1858, 1882, 1
1192, 106, 1
446, 1870, 1
1277, 106, 1
1579, 1106, 1
443, 1093, 1
1000, 874, 1
1456, 973, 1
843, 1401, 1
124, 1147, 1
1325, 1373, 1
328, 1942, 3
173, 267, 1
1554, 364, 2
1799, 1952, 1
1841, 1496, 2
1878, 1623, 1
1510, 1938, 1
289, 1012, 2
1286, 1270, 1
1586, 1441, 1
1407, 1446, 1
19, 1031, 1
768, 891, 1
229, 376, 1
13, 908, 1
1229, 1900, 1
1580, 792, 1
523, 2, 1
1428, 911, 1
1102, 1354, 1
1168, 414, 1
1859, 145, 1
166, 495, 2
663, 1499, 1
1647, 1077, 1
1947, 644, 1
785, 253, 2
315, 1585, 2
492, 1377, 1
945, 556, 1
139, 1414, 1
1222, 782, 3
156, 883, 1
799, 1722, 1
412, 1512, 1
1648, 1162, 1
1804, 1524, 1
863, 301, 1
1691, 643, 1
1561, 403, 1
1297, 309, 1
220, 1951, 1
1549, 1850, 1
886, 1227, 3
738, 1666, 1
1413, 1335, 1
573, 536, 1
459, 1170, 1
1944, 941, 1
815, 518, 1
1623, 249, 1
1010, 244, 1
1706, 1567, 1
794, 1582, 1
1002, 431, 1
1356, 1120, 1
979, 1902, 1
1686, 1888, 1
421, 1280, 1
464, 1232, 1
1366, 793, 1
778, 795, 3
1967, 432, 1
1473, 1625, 1
1829, 1515, 1
6, 1925, 1
243, 315, 1
450, 1408, 1
1188, 1427, 1
1762, 1027, 1
1624, 410, 1
54, 1157, 1
240, 1403, 1
1117, 1246, 1
82, 716, 1
1991, 387, 1
1700, 1086, 1
284, 1352, 1
954, 58, 1
