x_coordinate,y_coordinate,no_packages
1014, 1991, 1
512, 1930, 1
1230, 440, 2
1650, 1984, 1
1880, 1111, 1
1417, 579, 1
1970, 617, 2
96, 1856, 3
83, 919, 1
1529, 91, 1
1504, 1383, 1
775, 209, 1
208, 1094, 1
1434, 674, 2
1288, 862, 1
1999, 1969, 1
1829, 1864, 1
1533, 1250, 1
1802, 293, 1
1736, 523, 1
1230, 192, 1
709, 1007, 1
1035, 290, 1
1572, 136, 1
1584, 1714, 1
1055, 1192, 1
1504, 1323, 1
1909, 1881, 1
1216, 1342, 1
1153, 1006, 1
1168, 592, 1
768, 1402, 1
923, 761, 1
1810, 1765, 1
844, 980, 1
838, 1434, 1
285, 315, 1
447, 1321, 1
1065, 1305, 1
1206, 1192, 1
33, 1284, 2
21, 1281, 1
681, 1220, 1
1490, 1362, 1
459, 1651, 2
802, 1458, 1
2, 134, 1
936, 360, 1
725, 1454, 1
219, 1099, 1
1319, 233, 1
207, 526, 1
1984, 1691, 1
1580, 545, 1
582, 1640, 1
555, 1320, 1
1664, 1616, 1
167, 1014, 1
1106, 421, 1
1136, 1248, 1
170, 596, 3
1212, 326, 1
820, 142, 1
628, 180, 1
1492, 1021, 1
1555, 1211, 1
952, 364, 1
1541, 561, 1
1236, 1141, 1
1605, 1584, 1
1148, 1749, 1
739, 1749, 1
1559, 1100, 1
1325, 913, 1
1316, 1768, 1
936, 1173, 1
466, 1990, 1
1396, 1148, 1
481, 1906, 1
1847, 140, 1
685, 1193, 1
106, 610, 2
1962, 1579, 1
660, 76, 1
99, 1713, 1
1081, 567, 1
1664, 761, 1
1398, 729, 1
851, 1716, 1
621, 1390, 1
173, 842, 1
1465, 238, 1
1289, 333, 1
992, 1591, 1
1988, 1796, 1
383, 1516, 1
1019, 1735, 1
707, 42, 1
173, 435, 3
1009, 197, 1
