x_coordinate,y_coordinate,no_packages
1869, 1836, 1
1667, 1449, 1
314, 558, 1
1495, 359, 1
892, 679, 1
606, 1669, 1
1773, 99, 1
1878, 474, 2
891, 1895, 1
1224, 754, 1
1641, 1279, 1
1004, 549, 1
1128, 1975, 1
1867, 1332, 1
1279, 311, 2
294, 863, 1
682, 1264, 1
277, 1250, 1
1138, 1006, 1
415, 1262, 1
1749, 1839, 1
1678, 1698, 1
1197, 834, 1
48, 779, 1
1470, 127, 1
35, 883, 1
1222, 1581, 1
863, 304, 1
1438, 279, 1
693, 928, 1
1691, 589, 1
1562, 1218, 1
409, 1958, 1
850, 1255, 1
990, 1740, 1
1146, 610, 1
1606, 808, 1
1780, 1723, 1
1828, 878, 1
344, 540, 1
1165, 53, 1
257, 1042, 1
725, 1486, 1
439, 1780, 1
165, 618, 1
390, 1656, 1
464, 1015, 3
62, 1877, 1
175, 41, 1
1600, 1859, 1
