x_coordinate,y_coordinate,no_packages
1646, 1968, 1
259, 1171, 1
572, 91, 1
1619, 1410, 2
807, 1092, 1
1194, 367, 1
1776, 779, 1
1253, 1074, 1
1216, 1299, 3
723, 1115, 1
521, 420, 1
1050, 361, 1
1376, 1467, 1
676, 581, 4
1363, 306, 3
1993, 1431, 1
630, 1346, 1
292, 726, 1
803, 1699, 1
715, 15, 1
1969, 1177, 1
1547, 575, 1
577, 15, 1
893, 1406, 1
842, 1406, 1
1936, 764, 1
1771, 1207, 1
1681, 523, 1
1568, 34, 1
1298, 397, 2
1512, 682, 1
1556, 1348, 1
506, 1758, 1
1137, 1942, 1
1231, 708, 1
915, 757, 1
822, 470, 1
217, 563, 1
867, 503, 1
988, 1786, 1
1388, 705, 1
334, 917, 1
1731, 1318, 1
811, 1795, 1
1777, 853, 1
1538, 6, 2
1326, 1642, 1
487, 1891, 2
1658, 696, 1
210, 460, 4
1551, 1096, 1
581, 40, 1
1815, 1681, 2
1470, 1323, 1
1228, 280, 2
742, 593, 1
236, 1395, 2
1560, 592, 2
32, 11, 4
1207, 796, 1
1651, 171, 1
1296, 1554, 1
1345, 1045, 1
1665, 1171, 2
1780, 461, 1
498, 886, 1
668, 51, 3
1110, 193, 1
59, 104, 1
1676, 1138, 1
368, 1011, 1
363, 1033, 1
962, 1109, 1
989, 248, 4
961, 1834, 1
1436, 1743, 2
1362, 1065, 1
367, 625, 1
1516, 377, 1
555, 1348, 1
156, 615, 3
963, 365, 1
421, 1571, 2
289, 991, 1
893, 902, 1
546, 1197, 1
149, 1, 1
679, 1610, 1
1695, 1478, 1
1165, 640, 1
1220, 338, 1
583, 891, 1
323, 1552, 2
1535, 82, 1
815, 938, 1
201, 656, 1
197, 237, 1
821, 1602, 1
965, 18, 1
655, 1973, 1
751, 232, 1
40, 233, 1
758, 1685, 1
133, 666, 1
1138, 1093, 1
846, 1084, 1
690, 251, 1
818, 330, 1
427, 809, 4
463, 352, 1
759, 547, 1
977, 738, 1
1537, 522, 2
1252, 1984, 1
101, 1012, 3
483, 39, 1
1124, 882, 2
381, 702, 1
324, 1484, 1
1145, 50, 2
9, 1286, 1
578, 1916, 4
1616, 957, 1
1354, 987, 1
1082, 1817, 3
98, 757, 2
1844, 1037, 1
1742, 1897, 1
349, 327, 1
1828, 365, 1
157, 245, 1
1583, 324, 1
1944, 989, 2
173, 389, 1
1008, 1964, 3
359, 612, 1
1823, 1828, 1
257, 1219, 1
181, 656, 1
227, 513, 1
1575, 1525, 1
842, 895, 1
1428, 571, 1
559, 1909, 2
101, 1175, 3
224, 39, 2
641, 1970, 1
652, 432, 2
795, 663, 1
1554, 1216, 1
1327, 914, 1
1352, 527, 2
1108, 1963, 1
1644, 148, 1
321, 1963, 1
78, 1096, 1
1438, 138, 1
782, 1695, 3
1346, 26, 1
904, 904, 1
1976, 1166, 1
1907, 481, 1
1716, 1546, 1
812, 508, 1
1568, 1468, 1
85, 305, 4
1373, 289, 1
1945, 1667, 1
271, 1609, 1
1501, 1658, 1
1123, 996, 1
636, 1956, 1
1011, 507, 1
1340, 1704, 1
1419, 1735, 1
1677, 1699, 1
786, 459, 1
1494, 271, 1
1012, 1353, 1
833, 1983, 1
1413, 653, 1
1719, 636, 1
928, 1214, 1
932, 302, 3
253, 1940, 2
1654, 1636, 1
1780, 239, 1
1729, 1868, 1
126, 236, 2
1946, 868, 1
1363, 1693, 1
1174, 305, 1
1831, 606, 1
1959, 929, 2
1480, 629, 1
1464, 1654, 1
1629, 1889, 1
1005, 155, 1
1446, 474, 1
1540, 863, 1
332, 1887, 1
238, 204, 1
1142, 20, 1
360, 1195, 1
1527, 316, 1
86, 388, 1
116, 1985, 1
276, 924, 2
129, 469, 2
158, 985, 1
951, 1130, 1
640, 1415, 1
1011, 1033, 2
973, 453, 1
745, 1473, 1
927, 39, 1
1559, 1361, 1
1430, 200, 1
1650, 602, 1
515, 1005, 1
1970, 1788, 1
1096, 609, 1
832, 1816, 3
925, 62, 1
1793, 182, 1
111, 886, 1
232, 975, 1
623, 895, 1
233, 850, 1
1421, 1621, 1
1107, 461, 1
1689, 843, 1
168, 1770, 1
1784, 21, 1
1317, 1881, 1
612, 636, 1
887, 1860, 2
1471, 1274, 1
318, 1227, 1
524, 1342, 1
1328, 868, 1
426, 403, 1
522, 35, 4
1558, 1603, 1
295, 682, 1
1067, 1249, 1
880, 1412, 1
1058, 1922, 1
981, 1585, 1
174, 719, 1
1094, 1507, 1
546, 1535, 1
771, 621, 1
828, 1570, 2
1578, 153, 1
803, 1262, 1
1322, 1665, 2
1373, 340, 1
366, 1278, 1
643, 253, 1
514, 1229, 1
57, 1923, 1
968, 633, 1
124, 247, 1
193, 1648, 1
1023, 928, 1
1518, 1985, 2
1343, 500, 1
443, 1119, 1
758, 1150, 1
1766, 322, 1
1692, 1686, 1
460, 1337, 1
987, 424, 1
450, 534, 1
764, 1718, 1
879, 1673, 2
956, 1087, 2
455, 952, 1
1624, 1212, 1
1436, 66, 2
273, 8, 1
209, 1121, 1
177, 1784, 1
1969, 22, 1
106, 155, 1
1203, 1259, 1
620, 531, 1
1488, 1033, 3
782, 218, 1
879, 1380, 1
1765, 1799, 1
274, 635, 1
1801, 629, 1
1269, 116, 1
1848, 763, 2
1031, 1496, 1
1239, 784, 1
1943, 505, 1
1245, 385, 1
1829, 1861, 1
991, 215, 1
13, 1396, 2
894, 1337, 1
517, 138, 1
46, 1777, 1
174, 1187, 1
1825, 1439, 1
672, 1587, 1
903, 390, 1
1882, 327, 1
49, 1918, 1
1492, 167, 1
785, 1536, 1
170, 721, 1
1417, 869, 2
727, 813, 4
805, 1859, 1
1468, 1788, 1
1607, 1765, 1
1775, 1113, 4
604, 863, 3
105, 1277, 1
983, 412, 1
850, 304, 1
1359, 429, 1
246, 398, 2
1747, 872, 1
555, 875, 1
1485, 558, 1
444, 195, 1
905, 269, 1
39, 657, 1
166, 1584, 1
610, 1862, 2
1538, 417, 1
425, 1104, 1
892, 24, 1
871, 1919, 1
1303, 1408, 1
1056, 369, 1
243, 568, 1
442, 266, 1
368, 1812, 1
1873, 1480, 1
369, 374, 1
1402, 1859, 1
1761, 1442, 1
911, 696, 2
355, 1849, 1
1836, 1518, 3
372, 1184, 1
825, 1436, 1
482, 305, 1
1728, 905, 1
1058, 1350, 1
1863, 1284, 1
343, 233, 1
1267, 723, 2
224, 76, 3
1629, 1368, 1
1644, 425, 1
1048, 397, 1
726, 1583, 1
452, 1277, 1
226, 1633, 1
124, 398, 1
1596, 583, 1
1897, 1976, 1
496, 1890, 2
197, 1341, 1
1670, 1476, 1
1050, 1763, 1
1118, 1769, 1
783, 1315, 1
1894, 953, 1
9, 1422, 1
753, 1745, 1
1748, 841, 1
1720, 252, 1
252, 126, 1
391, 102, 1
651, 462, 1
1064, 1766, 3
1774, 647, 1
623, 1835, 1
22, 1313, 1
185, 199, 1
1482, 672, 1
102, 1368, 1
1864, 1201, 1
338, 1832, 1
872, 1467, 1
510, 1926, 1
1251, 1424, 1
1022, 1398, 1
731, 105, 2
5, 1504, 1
123, 338, 1
557, 688, 3
445, 196, 1
1591, 1318, 1
1861, 1562, 2
602, 1165, 1
452, 1961, 1
1538, 1178, 1
1510, 497, 3
1850, 77, 1
1844, 1104, 1
260, 800, 1
260, 1931, 1
414, 489, 1
300, 1818, 1
1858, 1399, 2
930, 335, 1
20, 1258, 1
202, 1513, 1
1408, 97, 1
1579, 994, 1
1117, 1022, 1
1204, 1698, 1
1257, 1716, 1
451, 802, 3
1607, 1903, 1
1698, 544, 1
1833, 1511, 1
456, 1327, 1
1253, 1012, 1
844, 40, 1
879, 1656, 1
1458, 295, 1
735, 1153, 1
803, 1747, 2
1083, 1498, 1
1071, 1090, 1
215, 1536, 1
1541, 1495, 1
78, 114, 1
145, 1746, 1
932, 1129, 1
539, 1222, 1
494, 1482, 1
244, 1222, 1
217, 83, 1
170, 974, 1
745, 1234, 1
299, 1274, 1
293, 244, 1
548, 1245, 1
175, 572, 1
1945, 897, 1
562, 193, 1
126, 717, 1
1517, 897, 1
64, 457, 1
1732, 490, 1
1831, 1530, 1
1360, 1063, 1
1254, 1436, 1
17, 318, 2
1845, 1761, 1
673, 1173, 1
