x_coordinate,y_coordinate,no_packages
1134, 691, 1
79, 342, 1
213, 1504, 1
1377, 1521, 2
1944, 103, 1
760, 829, 1
1182, 173, 1
549, 677, 1
1161, 853, 1
1772, 1190, 1
402, 1824, 1
730, 499, 1
1895, 1830, 1
1550, 778, 1
463, 1074, 1
1754, 1710, 1
1026, 1279, 1
1635, 1446, 1
933, 1310, 1
97, 171, 1
875, 1178, 1
1335, 594, 1
1404, 435, 3
803, 1257, 1
174, 1839, 1
1302, 1195, 1
329, 1950, 1
874, 1593, 1
116, 25, 1
588, 1703, 1
1547, 1859, 1
933, 1009, 1
1267, 16, 2
1584, 1198, 1
1978, 563, 1
1476, 1330, 1
1389, 697, 1
727, 394, 1
980, 1239, 1
1101, 1952, 1
147, 874, 1
749, 842, 2
1137, 470, 1
444, 78, 1
1504, 294, 1
1508, 1747, 1
367, 133, 1
823, 60, 1
886, 1696, 1
1925, 640, 1
754, 1812, 1
923, 1935, 1
637, 1090, 1
920, 727, 1
1259, 1650, 1
1697, 1981, 1
1184, 36, 1
1977, 1924, 1
150, 1423, 1
1487, 1248, 1
155, 33, 2
663, 277, 1
1593, 413, 1
1896, 1019, 2
494, 42, 1
1165, 172, 1
1451, 92, 1
637, 633, 1
991, 443, 2
783, 276, 1
1150, 1690, 1
651, 449, 2
396, 1487, 1
1497, 1117, 1
1146, 186, 1
1125, 47, 1
1948, 1886, 3
1646, 1641, 1
144, 1689, 1
691, 1895, 1
638, 1823, 1
1685, 262, 1
1886, 1574, 1
738, 1525, 1
1860, 647, 1
811, 875, 1
1281, 1295, 1
1657, 1451, 1
396, 1213, 1
567, 1559, 1
795, 1989, 1
465, 66, 3
1987, 1950, 1
791, 1238, 1
1536, 1423, 1
1263, 54, 1
585, 1260, 1
630, 547, 3
18, 1743, 1
1482, 1580, 1
1955, 887, 1
1486, 1710, 2
141, 29, 1
1160, 1207, 4
1470, 1082, 1
1826, 517, 1
1547, 1546, 1
1603, 1132, 1
1717, 840, 1
220, 692, 3
1962, 1639, 1
1357, 503, 1
310, 192, 1
1654, 1076, 1
780, 1471, 1
1361, 1744, 1
1513, 1780, 1
1992, 1906, 1
450, 1031, 1
847, 771, 1
1638, 122, 1
1534, 497, 1
1729, 1691, 1
1210, 249, 1
379, 1033, 1
181, 1496, 1
1254, 382, 1
1838, 165, 1
1219, 285, 1
44, 707, 2
1405, 389, 1
180, 1496, 1
1606, 896, 1
550, 885, 2
1625, 1837, 1
1847, 921, 1
569, 1150, 1
253, 670, 1
1440, 541, 1
1291, 689, 1
248, 1216, 1
660, 631, 1
216, 229, 1
1629, 329, 1
1243, 930, 1
1477, 515, 1
1283, 1361, 1
1834, 1122, 1
632, 1429, 1
1810, 1611, 1
352, 1884, 1
1588, 222, 1
426, 357, 1
1264, 633, 2
1630, 920, 1
1306, 868, 1
1761, 32, 1
1858, 245, 1
599, 3, 2
18, 1408, 2
1236, 1703, 1
1191, 618, 4
33, 826, 1
367, 1055, 1
507, 1522, 1
500, 426, 1
194, 1003, 1
1043, 225, 3
384, 1673, 1
917, 1814, 1
1466, 55, 1
1617, 850, 1
527, 15, 1
191, 1847, 1
965, 1520, 1
1967, 553, 1
573, 1140, 1
383, 824, 1
1823, 1408, 1
1385, 361, 2
1563, 1169, 1
917, 1700, 1
486, 561, 1
1875, 320, 1
681, 1528, 1
1814, 69, 2
1932, 794, 1
1011, 1364, 1
865, 631, 1
205, 1403, 1
291, 1777, 1
1271, 363, 1
364, 1349, 1
125, 1636, 1
308, 1582, 2
242, 1276, 1
740, 1169, 2
1964, 1373, 1
1729, 1735, 1
548, 1206, 1
1050, 1370, 1
1626, 401, 1
1382, 1405, 3
523, 1004, 2
837, 1167, 1
26, 638, 1
1243, 1168, 1
612, 125, 1
1592, 53, 1
1308, 1405, 1
1893, 279, 4
31, 1595, 1
295, 456, 1
1735, 21, 1
539, 1814, 1
965, 1257, 1
1710, 521, 1
639, 1067, 1
1363, 606, 1
598, 1869, 1
1991, 1132, 1
901, 1824, 1
1165, 1939, 1
304, 1932, 1
1486, 445, 1
635, 804, 1
1682, 1962, 4
735, 890, 1
1325, 1894, 1
620, 1164, 1
35, 1693, 1
1191, 1975, 1
726, 1815, 1
1131, 1851, 1
1823, 877, 1
204, 1313, 1
1842, 346, 1
1857, 1460, 1
977, 1657, 1
628, 170, 1
1727, 1511, 1
5, 1359, 1
950, 1266, 1
1980, 878, 1
1475, 1497, 1
390, 1142, 1
1761, 734, 1
367, 1833, 1
75, 1378, 2
1571, 964, 1
407, 445, 1
744, 1839, 1
761, 503, 1
620, 486, 1
668, 879, 1
1930, 1502, 1
1757, 207, 2
1273, 857, 1
311, 1202, 1
1922, 292, 3
788, 232, 1
1644, 471, 1
1599, 841, 1
919, 346, 3
946, 1473, 1
648, 1210, 1
1998, 144, 1
1261, 1635, 1
635, 1816, 1
1082, 1485, 1
12, 167, 1
1383, 803, 1
1622, 1023, 3
752, 1043, 1
265, 25, 3
842, 473, 1
267, 1558, 1
1623, 1018, 1
1077, 1717, 1
148, 1160, 1
832, 208, 1
1684, 848, 3
691, 1675, 2
52, 501, 1
243, 453, 1
476, 1850, 1
664, 911, 1
1277, 114, 1
386, 1590, 1
1018, 1965, 1
1033, 437, 1
1055, 1934, 1
1895, 1195, 1
671, 594, 1
324, 1280, 1
752, 1159, 1
666, 1188, 1
1342, 1528, 1
242, 872, 1
1822, 1238, 1
852, 1897, 1
437, 1674, 1
1762, 375, 1
754, 1051, 1
314, 1010, 1
1369, 527, 1
1829, 1193, 1
1383, 1874, 1
1104, 1069, 1
1827, 896, 1
188, 1636, 1
1202, 464, 1
379, 391, 1
1307, 1078, 1
1986, 510, 4
895, 1008, 3
1922, 995, 1
1531, 726, 1
1487, 1415, 1
834, 937, 1
1750, 1353, 1
670, 30, 1
466, 1690, 1
1672, 1361, 1
1068, 1636, 1
1204, 959, 1
667, 648, 2
1884, 483, 3
1724, 547, 1
30, 1700, 1
1889, 1646, 1
1355, 796, 1
377, 1516, 1
255, 1955, 3
45, 636, 1
1950, 33, 1
124, 73, 1
1025, 24, 1
852, 442, 1
422, 1370, 1
1626, 714, 1
1804, 1791, 1
1592, 1343, 1
706, 1143, 1
1281, 659, 1
1858, 1528, 1
836, 542, 1
12, 1892, 1
1967, 1515, 1
1327, 887, 1
632, 1029, 1
658, 932, 1
1563, 1732, 4
986, 1301, 1
357, 1478, 1
1401, 566, 1
91, 225, 1
264, 80, 1
877, 1728, 1
1193, 1332, 1
1135, 1558, 1
1477, 1265, 1
247, 855, 1
235, 1889, 1
1630, 1442, 1
1739, 345, 3
1764, 311, 1
765, 765, 1
1037, 345, 1
506, 1478, 1
102, 1927, 1
195, 447, 1
1024, 322, 2
251, 1979, 1
323, 1432, 1
164, 1563, 1
1941, 650, 1
7, 404, 1
1241, 519, 1
700, 714, 2
572, 1329, 2
83, 1962, 1
498, 1284, 1
222, 1101, 1
947, 502, 1
1414, 428, 1
1373, 1023, 1
222, 284, 1
1107, 1545, 1
1455, 1764, 1
1557, 457, 1
1337, 1031, 2
1451, 1979, 1
642, 1212, 1
1936, 1542, 1
262, 1822, 1
1500, 1126, 1
1987, 835, 1
1801, 459, 1
81, 1420, 3
926, 1724, 2
1149, 1622, 1
782, 1177, 1
1657, 1634, 1
587, 1560, 1
1260, 43, 1
844, 1604, 1
204, 1926, 1
478, 141, 1
866, 1382, 3
404, 1385, 1
972, 318, 1
1907, 462, 1
182, 377, 1
1471, 183, 1
1504, 1948, 1
1845, 1114, 1
1444, 1009, 1
452, 924, 1
1239, 590, 1
798, 1926, 1
1715, 1792, 1
1766, 534, 1
906, 362, 1
133, 209, 1
1136, 918, 1
1342, 1861, 1
427, 233, 1
1692, 1773, 1
1537, 1062, 1
46, 996, 1
395, 1671, 1
1876, 1612, 1
1391, 1477, 1
371, 257, 2
1271, 1686, 3
1540, 41, 1
486, 202, 1
219, 431, 1
409, 1507, 2
51, 1887, 1
1738, 161, 1
589, 1265, 1
11, 56, 1
1851, 1342, 2
527, 1556, 1
1663, 1300, 1
339, 122, 1
931, 1013, 1
335, 317, 1
1716, 1248, 1
1863, 657, 1
106, 710, 1
650, 915, 2
1215, 202, 1
1482, 879, 1
973, 1897, 1
699, 1100, 1
802, 188, 1
543, 1314, 1
330, 1521, 1
491, 47, 2
831, 1425, 1
222, 1198, 1
1999, 1166, 1
199, 373, 1
1617, 473, 1
608, 446, 1
651, 245, 1
963, 926, 1
1945, 182, 1
843, 1387, 1
