x_coordinate,y_coordinate,no_packages
480, 514, 1
1228, 1710, 1
1288, 1437, 1
1685, 12, 1
829, 72, 1
1817, 634, 1
28, 1006, 1
808, 1846, 1
1394, 311, 1
503, 403, 1
907, 1959, 1
1680, 637, 1
710, 1461, 2
875, 1771, 1
794, 1083, 1
373, 1778, 1
1196, 19, 1
1902, 582, 1
59, 904, 3
91, 1364, 3
70, 1690, 1
1131, 258, 1
1142, 1310, 1
368, 1879, 1
1912, 716, 1
245, 1464, 1
1771, 316, 1
882, 1788, 1
293, 308, 1
800, 1205, 2
749, 1483, 1
545, 1080, 1
1992, 1020, 1
1572, 463, 1
897, 441, 1
424, 176, 3
1967, 255, 1
1889, 225, 1
178, 937, 1
667, 871, 1
1354, 1013, 2
13, 1267, 1
1930, 310, 1
1214, 1695, 1
761, 162, 1
1248, 1174, 1
360, 634, 1
153, 1740, 1
1513, 1104, 1
1803, 1694, 1
735, 781, 1
428, 1905, 2
997, 631, 1
422, 223, 1
1888, 1284, 1
78, 1490, 1
571, 1714, 1
89, 1736, 1
952, 1199, 1
1443, 307, 1
1482, 1686, 1
1533, 182, 2
125, 269, 1
651, 1689, 1
362, 577, 1
1389, 1596, 1
1338, 709, 1
661, 1229, 1
1534, 298, 1
727, 112, 1
1779, 1771, 1
1890, 344, 1
566, 530, 1
1160, 528, 1
206, 137, 1
388, 154, 1
1867, 1466, 1
69, 995, 1
1987, 1781, 2
1917, 1670, 1
1363, 352, 2
1808, 1064, 1
1895, 1201, 1
455, 555, 1
1374, 823, 2
88, 1215, 1
1217, 1203, 1
1409, 454, 1
815, 1693, 1
602, 1319, 2
909, 1867, 1
1180, 1149, 1
417, 1214, 1
794, 373, 1
555, 1263, 1
1859, 731, 1
1790, 1126, 1
1588, 531, 1
1489, 965, 1
844, 1882, 1
837, 831, 1
787, 938, 1
653, 1526, 1
1663, 1723, 1
1482, 725, 1
540, 968, 1
896, 1651, 1
574, 1663, 1
878, 806, 1
803, 1269, 1
927, 1190, 1
67, 903, 1
1323, 1984, 1
1785, 536, 1
424, 142, 1
826, 446, 2
1050, 1273, 1
784, 1568, 1
1956, 1159, 1
223, 478, 1
1025, 1808, 1
1751, 1763, 1
1425, 826, 1
1034, 939, 1
1797, 1803, 1
813, 741, 1
278, 89, 1
1858, 577, 1
131, 369, 1
310, 1255, 1
237, 1001, 1
884, 1454, 1
1901, 1128, 1
1388, 1515, 1
978, 232, 1
1644, 31, 1
1497, 972, 1
832, 1318, 1
785, 1945, 1
519, 244, 1
1884, 1183, 1
1439, 894, 1
1557, 7, 1
1788, 450, 1
151, 1134, 1
893, 768, 1
787, 858, 1
1623, 1974, 1
460, 1149, 1
205, 1195, 1
1061, 1693, 1
318, 72, 1
465, 904, 1
704, 376, 2
239, 854, 1
515, 1281, 1
876, 272, 1
