x_coordinate,y_coordinate,no_packages
364, 918, 1
581, 1822, 3
1085, 516, 1
272, 67, 1
281, 833, 1
540, 352, 1
56, 481, 1
1393, 586, 1
572, 1645, 1
1841, 1809, 1
223, 843, 1
244, 535, 1
42, 230, 1
952, 1325, 1
174, 1539, 1
1017, 1669, 1
1403, 1414, 1
1208, 1543, 1
1513, 1509, 1
1783, 1039, 1
838, 245, 1
1666, 365, 1
1251, 1366, 1
1169, 1588, 1
469, 1556, 1
1078, 690, 1
45, 1937, 1
1488, 1581, 1
1940, 1754, 1
915, 556, 1
1537, 1390, 1
828, 1797, 1
843, 1574, 1
1652, 1315, 1
463, 1884, 1
1848, 541, 1
1964, 1903, 1
899, 1241, 1
630, 1211, 1
1384, 1937, 1
1161, 206, 1
999, 954, 1
770, 983, 1
36, 1654, 1
1372, 895, 1
1036, 1538, 1
1063, 396, 1
1876, 44, 1
1501, 1341, 2
1159, 1973, 2
722, 612, 1
1808, 1552, 1
877, 1, 1
1076, 988, 1
224, 16, 1
1678, 1452, 1
111, 1801, 1
1481, 1348, 1
1229, 1438, 1
1700, 864, 1
1462, 59, 1
1815, 943, 1
134, 1641, 1
744, 147, 1
1257, 1245, 1
109, 1210, 1
1190, 499, 1
897, 1813, 1
1307, 90, 1
790, 1271, 1
437, 1625, 1
264, 1647, 1
278, 1408, 1
253, 552, 1
1929, 1727, 1
1364, 1483, 3
1328, 1918, 1
420, 1528, 1
212, 1779, 1
1749, 32, 1
1469, 694, 1
1612, 199, 1
1074, 1636, 2
1262, 378, 1
1610, 800, 1
1453, 1922, 1
1564, 1792, 1
1562, 1547, 1
1307, 1840, 1
58, 26, 1
1671, 1066, 1
152, 91, 1
72, 1413, 1
344, 1893, 1
1242, 1930, 1
771, 154, 1
1257, 1668, 1
1392, 1880, 1
1939, 26, 1
591, 1337, 1
931, 1892, 1
1953, 515, 1
1108, 1037, 1
462, 316, 1
1335, 1653, 1
16, 422, 1
883, 1055, 1
78, 1142, 1
1061, 79, 3
206, 1093, 1
77, 1321, 1
1418, 1343, 1
727, 847, 1
1459, 1448, 1
1433, 841, 2
789, 1531, 1
234, 470, 1
1990, 69, 1
867, 1741, 1
585, 1964, 1
104, 1787, 1
846, 1777, 1
1090, 1551, 1
431, 582, 1
1917, 362, 1
737, 241, 1
1051, 741, 1
1231, 861, 1
1995, 409, 1
846, 1242, 1
12, 650, 1
1612, 1581, 1
107, 207, 1
726, 1577, 1
438, 1709, 1
345, 1202, 1
1671, 1940, 1
1151, 1515, 1
355, 923, 1
1960, 1514, 2
