x_coordinate,y_coordinate,no_packages
367, 547, 1
1102, 1826, 1
13, 1214, 1
1561, 1506, 1
1298, 271, 1
1916, 1759, 1
1906, 1958, 1
384, 1184, 1
1411, 1173, 1
982, 1270, 1
1035, 1011, 1
1977, 1248, 1
1973, 675, 1
1100, 1952, 1
1821, 1023, 1
1946, 1668, 1
1030, 682, 1
266, 292, 1
1937, 1290, 1
1837, 1626, 1
1255, 628, 1
116, 345, 1
739, 1836, 1
1111, 1738, 1
96, 1335, 1
1141, 1414, 1
706, 1495, 2
600, 548, 1
953, 1205, 1
115, 107, 1
815, 772, 2
1446, 941, 1
1054, 90, 1
1455, 1568, 1
585, 313, 1
628, 1632, 1
184, 1336, 2
440, 334, 1
35, 284, 2
744, 750, 1
445, 1042, 1
1574, 288, 1
1579, 1204, 1
1882, 69, 1
1780, 333, 1
681, 1666, 1
1227, 1891, 1
293, 1237, 1
3, 1206, 1
1414, 1922, 1
1912, 783, 1
794, 670, 1
1435, 1223, 1
1794, 24, 1
1530, 851, 3
938, 1252, 1
441, 1198, 1
550, 918, 1
6, 1510, 1
1041, 939, 1
1084, 1729, 1
1322, 676, 1
1753, 807, 2
340, 235, 1
388, 1956, 1
1694, 1867, 1
1761, 176, 2
1123, 1600, 1
1668, 725, 1
1788, 1912, 1
31, 794, 1
973, 1718, 1
372, 864, 1
1821, 1164, 1
525, 1394, 1
900, 895, 1
850, 865, 1
1953, 109, 1
1382, 1509, 1
1905, 1817, 1
1033, 1578, 1
1465, 1105, 2
739, 228, 1
244, 641, 1
539, 1753, 1
653, 1586, 1
20, 825, 1
154, 989, 2
666, 1513, 1
1130, 1202, 1
141, 1140, 1
1897, 1289, 1
1620, 1169, 2
1909, 1306, 1
959, 1485, 1
675, 1045, 1
1984, 13, 1
1531, 1710, 1
768, 333, 1
1738, 802, 1
