x_coordinate,y_coordinate,no_packages
980, 558, 1
1929, 1560, 1
1447, 1201, 1
1674, 1340, 1
1800, 1995, 2
785, 37, 1
492, 80, 2
186, 1410, 1
341, 578, 1
856, 647, 1
501, 205, 1
1202, 1590, 1
1682, 1676, 1
97, 1882, 1
1965, 1359, 1
657, 1884, 1
233, 69, 1
587, 86, 1
857, 911, 1
1485, 1671, 1
589, 1259, 1
425, 1200, 1
356, 467, 1
1887, 524, 1
108, 268, 1
229, 989, 3
1596, 202, 1
1852, 8, 3
585, 246, 1
505, 1640, 1
978, 1981, 1
1979, 307, 3
1580, 280, 1
168, 1624, 1
501, 629, 2
1356, 1121, 1
654, 1280, 1
1189, 1851, 2
827, 396, 1
1632, 1293, 1
1958, 780, 1
147, 745, 1
1314, 1817, 1
629, 517, 1
817, 1598, 1
687, 646, 1
666, 926, 1
1985, 1362, 1
1872, 295, 1
1854, 875, 1
1728, 428, 1
576, 87, 1
210, 1153, 1
889, 1544, 1
214, 231, 1
566, 1033, 1
519, 1534, 1
1297, 1565, 1
1356, 177, 1
689, 1132, 1
1162, 1993, 2
703, 1422, 1
135, 1350, 1
1091, 1533, 1
142, 1460, 1
772, 204, 1
240, 871, 1
1070, 142, 1
613, 578, 4
133, 1041, 1
831, 1070, 1
714, 1969, 1
132, 1457, 1
1173, 221, 1
174, 1308, 1
1423, 1471, 1
1976, 1506, 2
1535, 1340, 1
670, 1604, 3
743, 1969, 1
314, 1078, 1
994, 80, 1
85, 973, 1
1419, 458, 1
1575, 473, 1
485, 210, 1
820, 937, 2
532, 260, 1
1493, 126, 3
1646, 517, 4
1441, 1710, 1
39, 1272, 1
1147, 1821, 1
867, 151, 1
720, 1608, 1
1835, 1817, 1
322, 1838, 1
784, 584, 3
1060, 187, 1
1111, 1828, 1
376, 66, 2
771, 1964, 2
1847, 1763, 1
925, 47, 1
1040, 1735, 1
1756, 1106, 2
1654, 1619, 1
763, 1130, 1
30, 663, 4
1251, 543, 1
489, 1212, 1
534, 230, 1
1442, 1494, 1
1312, 1127, 1
565, 1438, 2
80, 1407, 2
1573, 1329, 3
67, 638, 1
3, 825, 1
1314, 465, 1
615, 1714, 1
1084, 709, 1
1893, 423, 1
912, 1510, 1
405, 907, 1
995, 597, 1
626, 294, 2
348, 580, 1
1759, 1509, 1
1525, 841, 1
736, 1306, 1
1812, 1136, 1
1458, 1688, 1
1899, 71, 1
1551, 1702, 1
1422, 1316, 1
1625, 1063, 1
1610, 1221, 1
1186, 942, 1
158, 1136, 1
154, 1023, 1
1908, 854, 2
510, 1717, 1
809, 163, 1
1723, 1525, 1
579, 273, 1
1738, 1019, 1
1841, 898, 1
571, 1045, 1
599, 966, 1
1308, 790, 1
1121, 1623, 2
1065, 1762, 1
1104, 964, 1
728, 1620, 1
1080, 84, 2
943, 1006, 1
708, 1961, 1
1443, 1112, 1
846, 637, 1
175, 78, 1
416, 251, 1
877, 742, 1
6, 1914, 2
53, 1087, 1
433, 169, 1
484, 960, 4
1870, 36, 1
1541, 1353, 3
353, 554, 1
883, 1914, 1
1182, 1815, 2
47, 806, 1
25, 628, 1
1284, 1666, 1
949, 1396, 1
893, 1820, 1
448, 475, 1
1448, 1011, 1
1419, 472, 1
1996, 579, 1
441, 1824, 1
321, 125, 1
469, 1423, 1
1302, 1322, 1
592, 64, 1
1329, 1020, 1
1032, 191, 1
938, 448, 1
521, 226, 1
1207, 1185, 2
1758, 1267, 1
383, 692, 1
340, 1213, 1
1946, 1311, 1
546, 627, 1
1243, 56, 1
1680, 1046, 1
1545, 571, 1
803, 631, 1
