x_coordinate,y_coordinate,no_packages
1310, 534, 1
884, 1213, 1
175, 1175, 1
1949, 1267, 1
1586, 1670, 1
1104, 1891, 1
1707, 1633, 1
643, 1309, 2
350, 744, 3
1482, 1442, 2
579, 650, 1
70, 1126, 3
1583, 1375, 1
407, 206, 1
1303, 444, 1
1684, 1409, 1
51, 1681, 1
1600, 297, 1
1177, 773, 1
1438, 201, 1
300, 1834, 1
1083, 1516, 1
207, 1245, 1
269, 1173, 1
128, 105, 1
1043, 12, 1
865, 847, 1
1199, 1889, 1
1221, 1746, 1
1580, 1877, 2
541, 479, 1
24, 1982, 1
204, 1959, 1
896, 104, 1
1724, 930, 1
393, 1184, 1
822, 766, 1
57, 317, 1
1734, 1443, 1
1056, 150, 1
1045, 264, 1
986, 303, 1
1604, 1871, 1
1178, 1035, 1
1372, 1237, 1
773, 1093, 1
1702, 1659, 1
551, 963, 1
1552, 1211, 1
1275, 1567, 1
1164, 895, 1
1983, 1539, 1
609, 1466, 1
591, 1982, 1
1638, 1196, 1
1095, 976, 1
94, 1390, 3
1445, 216, 1
409, 52, 1
603, 746, 3
1987, 1315, 1
1612, 103, 1
1277, 420, 1
976, 1385, 1
1339, 1752, 1
262, 1622, 1
1780, 573, 1
1338, 1130, 1
1798, 1817, 1
972, 218, 1
206, 1960, 1
1397, 1984, 1
1720, 1170, 2
948, 882, 2
1850, 1440, 1
1504, 1955, 1
1662, 556, 1
698, 1076, 1
369, 491, 1
1288, 998, 1
1587, 72, 1
1605, 1639, 1
440, 858, 1
1356, 919, 1
1575, 1520, 1
590, 917, 1
1188, 1315, 1
1657, 1200, 3
118, 14, 1
1223, 1024, 1
1010, 261, 1
1417, 42, 1
1303, 1745, 1
1175, 1005, 1
270, 1205, 1
862, 1114, 1
175, 1180, 1
1931, 646, 1
346, 222, 1
1907, 581, 2
