Height: 2000
Width: 2000
Number of customers: 1000
Number of trucks: 2
Number of drones per truck: 3
Number of clusters: 20
Customer positions and packages:
914, 173, 1
1196, 622, 1
1609, 1909, 1
1295, 188, 1
1037, 782, 1
638, 335, 1
362, 1153, 1
330, 1371, 1
1691, 84, 1
677, 475, 1
1456, 1143, 1
1102, 636, 1
987, 1385, 1
939, 1494, 1
861, 182, 1
1716, 1877, 1
648, 789, 1
269, 1872, 1
659, 640, 1
47, 529, 1
103, 632, 1
317, 438, 3
976, 1905, 1
1578, 674, 2
1322, 429, 1
1658, 1350, 1
1400, 210, 1
855, 353, 1
1398, 1874, 1
1113, 1303, 1
624, 66, 1
1506, 1244, 1
492, 1232, 1
577, 611, 1
930, 1453, 1
459, 968, 1
334, 1737, 1
1769, 549, 1
1019, 632, 1
1029, 1321, 1
1727, 1326, 1
550, 1223, 1
1042, 1543, 2
312, 149, 1
602, 537, 1
149, 1147, 1
497, 1939, 1
114, 365, 1
1395, 1492, 1
1332, 1055, 1
524, 1912, 1
896, 441, 1
1711, 638, 1
247, 929, 2
971, 822, 1
358, 1509, 1
439, 1765, 1
1637, 839, 1
344, 232, 1
1728, 443, 1
1448, 1962, 3
277, 1588, 1
1877, 1146, 1
821, 907, 2
1479, 1929, 1
806, 57, 1
1198, 1178, 1
1542, 774, 1
939, 1825, 1
122, 384, 3
663, 1379, 1
1465, 1483, 1
620, 1492, 1
1140, 1219, 1
647, 1233, 1
474, 1059, 1
544, 1739, 1
367, 1642, 1
1779, 940, 1
1835, 683, 1
1260, 1694, 1
1698, 1852, 2
745, 1296, 1
1376, 471, 2
297, 1609, 1
1544, 1269, 1
746, 54, 1
1785, 1624, 1
372, 365, 1
1480, 1324, 1
1967, 1274, 1
46, 1195, 1
547, 1839, 1
242, 1472, 1
1711, 773, 1
1811, 980, 1
45, 93, 2
99, 1218, 1
1581, 1267, 1
315, 1491, 1
1576, 651, 3
452, 1222, 1
523, 1448, 1
1687, 1089, 1
1162, 1710, 1
1663, 705, 1
846, 1221, 1
824, 1842, 2
1695, 1598, 1
858, 580, 1
62, 1032, 1
1903, 12, 1
1606, 1385, 1
800, 1255, 1
478, 629, 1
984, 1885, 1
1539, 1633, 1
1990, 1621, 1
964, 1676, 1
499, 152, 1
569, 1988, 1
284, 493, 1
503, 1519, 1
1218, 490, 1
605, 708, 1
281, 327, 2
1708, 1087, 1
1350, 1030, 1
723, 1258, 2
106, 1501, 1
364, 1984, 1
1625, 190, 1
1313, 163, 1
1385, 995, 1
147, 123, 1
1249, 226, 1
369, 67, 1
760, 1585, 1
1066, 434, 1
1344, 228, 1
405, 1718, 1
912, 1519, 1
1762, 1581, 1
506, 191, 1
817, 670, 1
1763, 1516, 1
486, 600, 1
862, 474, 1
719, 423, 1
273, 1399, 1
1587, 1753, 1
1976, 742, 1
1784, 664, 1
826, 1051, 1
524, 1011, 1
956, 94, 1
1053, 1031, 1
254, 1824, 1
979, 1636, 1
1223, 1389, 1
1078, 968, 1
1280, 38, 1
583, 9, 1
166, 952, 1
1650, 1040, 1
985, 944, 2
1944, 1179, 1
1075, 778, 1
470, 1575, 2
380, 491, 1
1308, 1504, 3
1581, 873, 1
1141, 983, 1
1371, 1655, 1
1488, 1965, 1
117, 1398, 1
37, 1384, 1
747, 486, 1
1152, 557, 1
347, 1806, 1
1214, 1157, 1
621, 332, 1
735, 411, 1
434, 412, 2
1320, 944, 1
1099, 522, 1
236, 1098, 1
1191, 1846, 1
1993, 1960, 2
756, 380, 3
572, 1510, 1
1282, 1796, 2
1012, 1364, 1
1062, 1851, 1
1698, 516, 1
522, 1857, 1
965, 850, 1
446, 1661, 2
640, 1835, 1
1422, 150, 1
460, 876, 1
1610, 383, 1
1775, 1702, 1
1605, 1764, 1
1102, 646, 1
1105, 1443, 1
435, 1490, 1
854, 1862, 1
480, 1191, 1
909, 1605, 2
1221, 11, 1
1282, 1215, 1
1550, 399, 1
1781, 1829, 1
493, 1538, 1
1091, 1265, 1
750, 952, 1
1341, 771, 1
1823, 456, 1
678, 1631, 1
995, 1707, 1
184, 631, 1
33, 376, 1
351, 531, 1
150, 725, 1
79, 1306, 1
829, 256, 2
1466, 1116, 1
262, 649, 1
1390, 768, 1
1182, 1643, 2
1978, 484, 1
1736, 392, 1
1849, 1081, 1
1437, 863, 1
1043, 1674, 1
886, 712, 1
1484, 1375, 1
1351, 559, 1
998, 1600, 1
92, 175, 1
285, 580, 1
1793, 815, 1
1339, 1164, 1
1392, 556, 2
513, 1265, 1
572, 163, 1
1159, 1671, 1
825, 835, 1
1432, 1003, 1
1038, 1451, 1
1804, 695, 3
1361, 18, 2
795, 1687, 1
429, 916, 2
354, 195, 1
254, 1946, 1
413, 1983, 1
25, 93, 1
213, 942, 1
704, 626, 1
1436, 1676, 1
1346, 1498, 1
463, 1365, 1
70, 934, 1
305, 909, 1
955, 341, 1
1668, 1752, 1
439, 1237, 1
351, 1898, 1
586, 1771, 1
730, 1549, 1
1257, 1471, 2
805, 897, 1
362, 617, 1
1093, 1278, 1
1164, 465, 1
700, 238, 1
1899, 1722, 1
111, 1276, 1
200, 247, 1
1552, 617, 1
1578, 730, 1
123, 598, 2
1228, 1175, 1
255, 1450, 1
1376, 1313, 1
824, 384, 1
1523, 1370, 1
562, 753, 1
1113, 63, 1
1758, 1744, 1
1525, 698, 1
1453, 604, 2
1341, 1236, 1
1115, 1187, 1
816, 1188, 1
1905, 74, 1
682, 515, 2
937, 822, 1
838, 1085, 1
1795, 1975, 1
1736, 866, 1
383, 1728, 1
1956, 280, 1
1661, 979, 1
1389, 332, 1
944, 768, 1
687, 268, 1
277, 1798, 1
107, 344, 1
1594, 1011, 1
1385, 1253, 1
203, 150, 1
1352, 1317, 1
634, 1036, 1
697, 1324, 1
295, 1465, 1
1374, 852, 1
1812, 1861, 1
691, 116, 1
1474, 1678, 1
1849, 296, 1
630, 1715, 1
1342, 257, 1
1536, 595, 1
1947, 1206, 1
1054, 1196, 1
1923, 959, 1
235, 127, 1
21, 1335, 1
1905, 1400, 1
1840, 705, 1
178, 441, 1
1400, 90, 1
1430, 1838, 1
1670, 612, 1
1012, 193, 1
1416, 1568, 1
607, 22, 2
547, 236, 1
980, 708, 1
204, 789, 1
1801, 1295, 1
233, 1727, 1
505, 1252, 3
1534, 1916, 2
1558, 228, 1
1874, 117, 1
680, 80, 1
614, 1760, 1
860, 1336, 2
939, 1415, 1
329, 1399, 1
1311, 858, 1
1346, 1312, 1
727, 98, 1
331, 1137, 1
1191, 1533, 1
401, 1047, 1
1661, 51, 1
1572, 270, 1
287, 1607, 1
911, 1630, 1
1029, 1725, 1
854, 1678, 2
1921, 1223, 1
1906, 1873, 1
1353, 110, 1
796, 1910, 1
1600, 1366, 1
1342, 1458, 1
1204, 906, 1
1662, 504, 1
1149, 1786, 1
777, 1673, 1
540, 1234, 1
1223, 748, 1
1023, 1507, 1
513, 553, 1
678, 1514, 1
1411, 472, 1
447, 1536, 1
1953, 153, 1
1399, 310, 1
1435, 1408, 1
1025, 522, 1
573, 649, 1
1866, 310, 1
1942, 1924, 1
844, 1114, 1
267, 1213, 1
328, 1933, 1
681, 1189, 1
678, 232, 1
823, 1779, 3
825, 964, 1
956, 1834, 2
599, 561, 1
1463, 953, 1
1157, 760, 2
1988, 1629, 1
808, 342, 1
1268, 1210, 1
240, 52, 1
1585, 1905, 1
104, 768, 1
463, 1731, 1
777, 87, 1
1517, 300, 1
829, 1200, 2
1505, 250, 1
1469, 1684, 1
1475, 1578, 1
110, 1615, 1
1472, 1349, 1
1861, 45, 1
580, 668, 1
1851, 1390, 1
721, 1486, 1
70, 1079, 1
762, 834, 1
1650, 1129, 1
798, 382, 1
488, 656, 1
949, 1533, 1
65, 1760, 1
180, 551, 2
1540, 1749, 1
1353, 286, 1
1583, 1862, 1
939, 347, 1
1765, 1591, 1
1975, 1090, 1
1533, 58, 1
54, 1315, 1
1551, 1200, 1
1692, 1697, 1
1596, 292, 1
263, 1590, 2
1547, 536, 1
1672, 1415, 1
1194, 606, 1
1984, 399, 1
229, 1207, 1
77, 204, 1
237, 362, 1
683, 820, 1
1920, 1324, 1
18, 556, 1
1825, 1190, 1
1336, 1102, 1
1073, 1952, 3
1026, 1416, 1
114, 938, 1
947, 403, 1
1757, 845, 1
865, 1110, 1
1786, 371, 1
1599, 1677, 1
1659, 1741, 2
1113, 875, 1
680, 772, 1
630, 1070, 1
774, 122, 1
486, 397, 1
12, 1791, 1
1857, 95, 1
712, 1616, 1
1231, 1183, 1
1575, 541, 1
1648, 929, 1
1008, 1372, 1
1148, 822, 1
69, 924, 1
529, 1682, 1
1627, 1450, 2
948, 1215, 1
740, 178, 1
1345, 1754, 1
1078, 180, 1
1885, 1148, 1
1799, 589, 1
1336, 1693, 1
297, 794, 1
1555, 1109, 1
862, 965, 1
252, 794, 1
1783, 1805, 1
1343, 627, 1
1792, 1518, 1
774, 178, 1
910, 197, 1
277, 1098, 1
673, 1071, 1
1037, 251, 1
707, 762, 1
245, 1065, 1
1113, 1093, 1
281, 112, 1
1209, 1490, 1
1344, 59, 1
80, 1281, 1
183, 1421, 1
306, 355, 1
1310, 35, 1
1470, 990, 1
1944, 1024, 1
1722, 1973, 1
1291, 1046, 2
352, 1817, 1
1742, 328, 1
1504, 1014, 1
605, 279, 1
1674, 1364, 1
72, 899, 2
1, 851, 2
739, 534, 1
59, 723, 1
734, 343, 3
323, 97, 1
1247, 261, 1
1552, 1130, 1
1341, 200, 1
1477, 272, 1
1752, 1068, 1
1347, 1789, 1
1857, 744, 1
1265, 562, 1
891, 74, 1
1512, 1677, 1
1979, 812, 1
862, 1780, 1
1131, 1583, 1
477, 94, 1
1472, 1014, 1
1474, 1741, 1
312, 1701, 1
1185, 1929, 1
756, 1654, 1
1076, 512, 1
709, 430, 1
45, 698, 1
1938, 148, 1
662, 690, 1
1531, 669, 2
291, 6, 1
1169, 982, 1
1942, 612, 1
1139, 385, 1
726, 1220, 3
1358, 1190, 1
26, 304, 1
1088, 1997, 1
148, 1377, 1
552, 1969, 1
1875, 909, 1
1231, 845, 1
836, 1801, 1
996, 1339, 1
1564, 385, 2
112, 855, 1
854, 346, 1
1083, 692, 1
1072, 805, 1
1794, 507, 1
193, 1901, 1
100, 786, 1
907, 831, 1
1653, 149, 1
826, 1269, 1
276, 1995, 1
1410, 1777, 1
807, 832, 1
1215, 1557, 1
1359, 397, 1
735, 1261, 1
1205, 1485, 1
925, 657, 1
419, 1383, 1
1525, 1696, 1
1738, 912, 1
894, 1247, 1
502, 1998, 1
1818, 173, 1
1216, 98, 1
493, 551, 1
577, 1520, 1
1919, 368, 1
1134, 702, 1
1532, 1671, 3
1574, 116, 1
1152, 717, 1
1639, 1841, 1
566, 733, 1
1512, 1388, 1
1847, 1664, 1
698, 885, 1
921, 1321, 1
1745, 1796, 1
414, 1892, 1
274, 107, 3
312, 43, 1
1450, 1578, 1
1232, 1983, 1
1832, 376, 1
521, 1916, 1
1389, 142, 1
322, 1451, 1
487, 65, 1
922, 944, 1
1088, 295, 1
125, 595, 1
422, 622, 1
112, 870, 1
436, 786, 1
452, 1822, 2
1534, 617, 1
198, 1368, 1
760, 1094, 1
433, 110, 1
197, 448, 1
1284, 1658, 1
1829, 1836, 1
831, 1011, 1
1330, 1779, 1
970, 100, 1
613, 869, 1
1, 871, 1
1197, 1447, 1
1762, 1201, 1
746, 654, 1
214, 937, 1
619, 1319, 1
38, 472, 1
315, 1569, 1
910, 514, 1
1623, 1468, 3
1114, 566, 1
1038, 583, 2
834, 1496, 1
1684, 736, 2
1927, 408, 1
400, 1248, 2
833, 1065, 1
505, 314, 1
1608, 1509, 1
1853, 1303, 1
693, 1836, 2
851, 1545, 1
41, 1731, 1
1241, 1952, 1
509, 1154, 1
510, 730, 1
602, 1330, 1
1618, 208, 1
701, 580, 2
69, 1720, 1
1827, 1059, 1
689, 1599, 1
51, 512, 1
1942, 615, 2
1966, 1051, 1
1029, 256, 1
1464, 539, 1
387, 851, 1
1619, 1084, 1
1933, 1718, 1
1506, 668, 1
1259, 497, 1
482, 1004, 1
1519, 208, 1
131, 32, 1
1458, 1802, 1
739, 1568, 1
1801, 373, 1
1979, 95, 2
1508, 1152, 1
936, 519, 1
1440, 1756, 1
1623, 378, 1
849, 160, 1
1257, 341, 1
1667, 699, 1
817, 1635, 1
676, 1294, 1
1560, 437, 3
1755, 1253, 1
1932, 1656, 1
1472, 937, 1
514, 850, 1
36, 1942, 1
594, 36, 1
515, 72, 1
31, 1062, 1
1600, 1991, 1
1611, 1080, 1
256, 953, 1
272, 555, 1
1074, 1647, 1
1074, 1390, 1
1890, 1394, 2
1084, 1638, 1
1633, 730, 1
1304, 1060, 1
1020, 513, 1
1856, 1054, 1
336, 196, 1
1294, 1995, 1
1857, 1059, 1
1163, 593, 1
337, 412, 1
1072, 1507, 2
1807, 1321, 1
408, 1877, 1
503, 495, 1
419, 639, 1
26, 540, 1
1045, 39, 1
697, 366, 1
1785, 404, 1
693, 590, 1
1431, 1291, 1
1825, 1368, 1
1350, 1171, 1
1567, 881, 1
738, 1108, 1
1019, 986, 1
729, 944, 2
1363, 1580, 1
1512, 242, 1
1740, 303, 1
1120, 137, 1
1533, 587, 1
85, 1031, 1
169, 147, 1
468, 261, 1
163, 223, 1
1750, 440, 2
1722, 1277, 1
1473, 1497, 1
1930, 1972, 1
401, 785, 1
1108, 1443, 1
280, 507, 1
1493, 559, 1
1828, 383, 2
1651, 45, 1
1449, 433, 1
1672, 1784, 1
302, 1617, 1
820, 968, 1
111, 4, 2
1641, 1492, 1
1337, 473, 1
1929, 1548, 1
428, 1610, 2
93, 1983, 1
255, 1313, 1
597, 1890, 1
526, 674, 1
1511, 1532, 1
1883, 942, 1
1035, 233, 1
1798, 1186, 1
1483, 1639, 1
1885, 797, 1
8, 568, 1
1012, 842, 1
169, 1291, 1
1536, 416, 1
598, 1250, 1
54, 321, 1
1689, 1580, 1
1997, 85, 1
225, 1038, 1
590, 571, 1
1902, 595, 1
1647, 1650, 1
567, 1901, 2
1394, 937, 1
334, 65, 1
1582, 337, 1
1032, 245, 1
1323, 693, 1
