x_coordinate,y_coordinate,no_packages
1309,1222,3
103,1611,1
257,1611,1
140,1699,1
424,1200,1
1781,477,1
302,1615,2
5,567,2
296,266,1
1635,357,1
1774,52,1
733,1617,1
1205,663,1
543,107,1
862,1077,1
130,975,1
741,1051,1
925,1031,1
1259,88,1
1861,1775,1
617,938,1
63,124,4
1735,822,1
221,1004,1
908,150,2
659,1245,1
258,563,1
1198,1123,1
780,1223,1
929,1035,1
203,1624,1
1746,1340,1
1574,1129,1
440,880,1
467,847,1
928,816,1
194,640,1
1362,522,1
312,1406,2
137,186,1
190,884,1
1513,763,1
1139,122,1
1150,1150,1
250,841,1
1362,1927,1
1777,1875,1
1983,589,1
720,212,1
435,316,1
