x_coordinate,y_coordinate,no_packages
27,1398,1
1765,266,1
1518,1658,1
1594,1206,1
761,487,1
430,1196,1
1816,217,1
1520,1232,1
1201,1983,2
1340,1674,1
1443,912,2
153,1928,1
702,617,1
1558,413,1
314,89,1
856,1127,1
1825,1796,1
1732,1857,1
711,1832,1
1289,1469,1
893,138,1
1072,1907,3
1619,44,1
561,1426,3
593,93,3
124,1626,3
389,1516,1
1013,1402,1
1051,1989,1
896,1537,1
1151,1596,1
1243,556,1
7,327,1
1212,1426,1
1901,1619,1
1031,1449,1
530,621,2
606,1450,1
243,350,1
1092,487,1
1309,303,3
568,1899,1
1788,1619,1
509,1686,1
237,2,1
1295,1239,3
664,170,3
1810,1124,1
273,836,2
603,664,4
1281,1671,1
728,449,1
572,361,1
32,1100,1
1777,1593,2
1194,217,1
1409,782,3
527,1781,1
1237,1128,1
905,451,1
417,1191,1
1757,1541,1
913,474,1
888,754,1
981,191,1
940,378,1
360,386,1
1931,1493,1
577,43,1
1812,363,1
1407,1244,1
293,147,1
931,1861,1
824,205,1
281,1488,1
24,1235,1
786,42,1
27,1563,1
1914,89,1
1577,171,1
1922,1284,1
1622,1979,1
1621,217,1
1675,693,2
174,414,1
1555,1152,2
1670,334,1
980,316,1
1113,1417,1
1113,252,1
91,210,1
210,1047,2
850,290,1
459,49,1
789,301,1
587,462,2
1401,787,1
1464,1685,2
1007,347,4
459,208,3
577,731,1
683,242,1
1893,1883,1
88,1238,1
877,1086,1
371,1391,1
1829,1366,1
1279,1674,1
1792,212,1
1022,1355,1
543,1660,2
1635,156,1
1764,1910,3
1592,1343,1
302,799,1
1631,1608,3
1668,137,1
875,1965,1
296,185,1
261,372,1
722,653,1
985,1420,3
1232,1625,1
283,1642,3
1887,503,1
1125,1018,1
1008,1090,1
471,787,1
1464,863,1
1590,1420,1
449,1439,1
740,5,1
1742,35,1
970,1961,1
225,122,2
739,1738,1
1594,1677,1
942,295,1
1129,1990,2
862,496,1
459,114,1
240,1970,1
293,773,1
1425,1976,1
110,1436,1
1191,151,1
1216,1782,1
300,748,1
501,157,1
1702,1666,1
1567,373,1
286,1532,1
1943,613,1
1479,690,1
1320,1423,1
227,319,1
1315,65,1
355,1030,1
811,1705,1
1941,1793,1
1456,1698,1
1171,1027,1
465,867,2
556,1992,1
773,1947,1
433,820,1
448,803,1
1527,1998,1
1723,158,1
959,977,1
1314,829,1
337,111,1
1324,868,1
222,213,1
1235,1594,1
57,490,1
1109,218,1
1222,22,1
633,384,1
1307,1903,1
551,174,3
1156,91,1
1618,990,1
644,190,3
17,730,1
1963,815,1
644,1539,1
728,1994,1
1381,199,1
1836,1518,1
1028,1653,1
48,1202,1
976,1200,2
76,594,1
1397,948,1
1281,191,3
474,1811,1
1395,1339,1
1471,329,4
1027,1057,4
1246,1334,1
1574,699,1
268,694,1
1276,1752,3
81,1824,1
1398,793,1
1250,1242,1
312,1161,1
1018,199,1
292,1569,2
1120,1776,3
1600,1833,1
192,931,1
1912,605,1
573,1180,1
182,145,1
1580,943,1
969,524,1
905,1331,2
1924,253,3
999,81,1
587,821,1
1269,1878,1
902,751,1
1279,1949,1
170,1397,1
921,538,2
1397,87,1
1318,116,1
501,1433,1
16,316,2
595,769,1
817,1748,1
795,1790,1
191,714,1
1315,1095,2
952,223,1
1498,221,2
1889,812,1
408,822,1
649,701,4
995,435,1
975,234,1
78,1116,1
962,298,1
655,1163,1
