x_coordinate,y_coordinate,no_packages
1309,228,1
563,501,1
1508,209,1
1827,1116,1
864,65,1
447,476,1
54,1149,1
1330,1436,1
451,919,1
1657,1780,1
1650,326,1
696,569,1
1960,1563,1
189,778,1
1735,704,1
1652,88,1
1098,255,3
775,161,1
1698,1287,1
1764,740,1
1442,142,1
466,1583,1
163,1751,1
206,778,1
1301,1708,1
758,727,1
546,1437,2
1327,146,1
350,1093,1
334,946,1
1895,1310,1
449,1402,1
1573,1589,1
1683,65,1
821,548,1
1870,1931,1
1470,644,1
1022,810,2
1316,939,1
285,505,1
1103,538,1
877,1838,1
741,449,4
283,1043,1
1547,96,2
313,1285,1
1393,864,1
788,781,1
958,1083,1
1133,1762,3
