x_coordinate,y_coordinate,no_packages
1545, 297, 1
1256, 189, 1
1215, 1466, 1
366, 1364, 1
393, 836, 1
473, 1147, 1
1850, 46, 3
1682, 1135, 1
420, 517, 1
937, 1778, 1
1161, 1130, 1
1963, 1193, 1
11, 1196, 1
1206, 1206, 1
417, 1960, 1
932, 1948, 1
1683, 311, 2
1580, 760, 1
219, 1852, 1
649, 226, 2
1114, 517, 1
544, 1028, 1
345, 1385, 1
1918, 1324, 1
1115, 1207, 1
743, 144, 1
303, 1380, 1
1030, 99, 1
521, 349, 1
712, 601, 1
1319, 659, 1
614, 528, 1
1300, 21, 1
1064, 531, 1
1989, 616, 1
1954, 1823, 1
698, 1023, 1
753, 368, 2
722, 1753, 1
1949, 1952, 1
1698, 1134, 1
486, 1556, 1
1741, 92, 2
1820, 425, 1
302, 1145, 3
651, 825, 1
691, 812, 1
116, 1931, 1
1834, 1604, 1
1064, 919, 1
