x_coordinate,y_coordinate,no_packages
1493, 1940, 2
413, 119, 1
346, 1949, 1
430, 457, 1
455, 991, 2
1668, 970, 1
1388, 1881, 1
1702, 493, 1
1236, 128, 1
626, 907, 1
180, 455, 1
1805, 1783, 1
350, 1554, 3
293, 13, 1
599, 17, 1
94, 930, 1
1228, 1504, 1
1957, 587, 1
917, 1610, 1
1999, 280, 1
881, 1269, 1
1079, 1348, 1
834, 1345, 1
963, 738, 1
1080, 731, 1
324, 1960, 2
1168, 1936, 1
1349, 11, 2
1451, 611, 1
1577, 1697, 1
298, 899, 1
959, 913, 1
1481, 1183, 1
1789, 942, 1
764, 798, 1
427, 850, 1
841, 242, 1
599, 722, 1
1517, 95, 1
1480, 391, 1
364, 1229, 1
1697, 237, 1
719, 1946, 1
1998, 1688, 1
1370, 715, 1
1873, 1057, 1
978, 880, 1
1113, 181, 1
859, 1703, 1
620, 1171, 1
