x_coordinate,y_coordinate,no_packages
1118, 1923, 1
1368, 1231, 2
87, 1842, 1
769, 395, 1
710, 1329, 1
676, 385, 1
466, 1625, 1
323, 1035, 1
898, 1845, 1
115, 769, 2
980, 1035, 1
1630, 1623, 1
1834, 308, 1
1473, 230, 1
1524, 949, 1
1277, 1306, 1
886, 544, 1
1066, 919, 1
873, 1810, 2
1228, 1980, 1
1277, 244, 1
1338, 1971, 1
645, 1280, 1
1851, 1477, 1
1300, 496, 1
1481, 777, 1
792, 1602, 2
1515, 758, 1
644, 66, 1
1680, 1241, 1
136, 888, 1
1743, 495, 1
1399, 1728, 1
622, 293, 1
1141, 402, 1
1793, 897, 1
852, 76, 1
392, 745, 1
1323, 1078, 1
1641, 1190, 1
1644, 176, 1
1582, 141, 1
1296, 1727, 1
652, 1574, 2
1051, 1998, 1
175, 370, 1
1085, 842, 1
117, 1239, 1
1746, 55, 1
1106, 1009, 1
1763, 541, 1
148, 755, 1
511, 1307, 1
301, 990, 1
1578, 1588, 1
1291, 1640, 1
1239, 1787, 1
851, 709, 2
1819, 635, 1
898, 1534, 1
31, 837, 2
1902, 1078, 1
1241, 649, 1
1636, 354, 1
964, 256, 1
1673, 763, 1
1375, 189, 1
1056, 849, 1
893, 942, 1
224, 1419, 1
1668, 1601, 1
195, 892, 1
1274, 818, 1
1290, 202, 1
1389, 736, 1
162, 1663, 1
1874, 1590, 1
267, 1536, 1
1244, 1220, 1
1403, 1401, 1
1223, 50, 1
1227, 1581, 1
1147, 1680, 1
1002, 1366, 1
191, 421, 1
862, 1473, 1
1884, 567, 1
1668, 1246, 1
595, 61, 2
1529, 1272, 1
1303, 779, 1
505, 705, 1
1186, 1699, 1
1294, 1015, 1
1076, 1880, 2
1119, 1994, 1
505, 1301, 1
1807, 604, 1
1272, 10, 1
678, 155, 1
1523, 456, 1
155, 47, 1
1870, 1709, 1
1739, 1280, 1
1552, 423, 1
141, 1464, 1
263, 1060, 1
553, 1295, 1
1566, 1236, 1
1165, 1500, 1
64, 696, 1
301, 1473, 1
252, 8, 2
374, 1701, 1
929, 65, 1
1133, 1569, 1
158, 1680, 1
496, 749, 1
800, 1917, 1
309, 856, 1
1894, 443, 1
716, 637, 1
177, 742, 1
1349, 1736, 1
1095, 36, 1
1557, 1280, 1
401, 617, 1
723, 1698, 1
1965, 537, 1
592, 560, 1
1120, 1440, 1
1986, 1010, 3
1073, 132, 1
1101, 1854, 1
730, 591, 1
528, 115, 3
1567, 131, 1
41, 20, 1
1782, 703, 1
1774, 1563, 1
649, 416, 1
8, 405, 1
316, 384, 1
1693, 99, 1
545, 578, 2
1051, 1996, 1
984, 1987, 1
1448, 577, 1
1571, 816, 1
1216, 1204, 1
1963, 701, 1
971, 1640, 1
486, 497, 1
1019, 1002, 2
826, 1280, 1
293, 495, 2
1770, 1793, 1
654, 426, 1
1174, 436, 1
1216, 733, 1
710, 185, 1
