x_coordinate,y_coordinate,no_packages
1429,1380,1
1924,1863,1
1880,197,1
493,393,1
516,1669,1
1628,812,1
1964,831,1
498,1427,1
1400,1695,1
1338,1757,1
64,191,1
772,1131,1
1304,19,1
169,1023,1
1320,1606,1
1757,1994,1
1081,1882,1
432,1845,2
1817,1160,1
95,1892,1
1895,574,2
1154,1347,1
1902,1741,1
1969,424,1
1540,1680,1
815,1902,1
332,1154,1
1709,1739,1
1836,1107,1
1547,1514,1
1411,1483,1
1526,1995,1
200,895,1
155,697,1
1257,1955,1
1984,1584,1
1298,559,1
922,1004,1
1132,1927,1
380,1392,1
778,175,1
604,1634,1
150,168,1
778,1457,1
315,1514,1
738,218,1
1931,631,1
1559,552,1
178,383,1
1140,1136,1
211,53,1
1135,190,1
1606,664,2
25,597,1
1595,173,1
1145,1853,4
497,1171,1
1403,779,1
550,616,1
298,129,1
565,862,1
1602,157,1
1933,505,1
1015,1216,1
937,219,1
13,1943,1
1723,1270,1
1765,674,1
881,1670,1
1333,1995,1
615,656,1
1423,411,1
363,1975,1
653,596,1
1296,1005,3
1601,496,1
574,1672,1
747,233,2
409,1212,4
368,1396,1
55,1951,1
1931,1450,1
1633,596,1
141,1677,1
1628,837,1
285,1297,1
517,1348,1
866,1616,1
919,1224,1
820,1094,1
1884,1781,1
1113,75,1
736,1436,2
1099,1216,1
174,223,1
1346,1361,1
1325,1254,1
1321,1387,1
1980,1541,1
1630,881,1
