x_coordinate,y_coordinate,no_packages
448, 1914, 1
1989, 1546, 1
325, 631, 2
1252, 793, 1
263, 869, 1
639, 695, 1
1841, 1993, 1
662, 308, 1
471, 1632, 1
774, 20, 1
1674, 51, 1
32, 481, 1
1950, 178, 1
1611, 101, 2
934, 1173, 1
121, 1710, 1
1649, 221, 3
810, 1831, 1
1455, 1122, 1
1357, 417, 1
918, 435, 1
244, 1391, 1
219, 1063, 1
928, 29, 2
1656, 857, 2
770, 620, 2
1174, 618, 1
1260, 1585, 1
1583, 1715, 1
1252, 1157, 2
865, 1586, 1
290, 615, 1
1266, 1873, 2
145, 1741, 2
998, 963, 1
1159, 1161, 1
645, 304, 1
766, 1953, 1
165, 1357, 1
969, 1681, 1
635, 776, 1
884, 297, 1
1700, 1540, 1
864, 1102, 1
1631, 716, 1
1738, 1306, 1
1674, 1062, 1
1696, 528, 1
1978, 1442, 1
1037, 1433, 1
1902, 1834, 1
1633, 27, 1
1272, 1076, 1
1309, 595, 1
984, 1227, 1
1196, 1770, 1
1254, 290, 3
859, 1443, 1
1734, 403, 1
727, 1204, 1
1019, 1370, 1
1541, 218, 1
54, 430, 1
1479, 1628, 2
609, 1709, 2
167, 1826, 1
1552, 1767, 1
1228, 1658, 2
1957, 541, 1
1378, 1255, 1
570, 1261, 1
1887, 1053, 1
274, 386, 1
407, 92, 1
1361, 917, 1
1442, 1060, 2
933, 510, 1
1457, 285, 2
1781, 1506, 1
1732, 344, 1
1150, 1865, 1
1343, 1837, 1
983, 803, 1
1318, 381, 1
1178, 1446, 1
449, 1064, 1
415, 604, 1
783, 412, 1
1656, 1188, 3
396, 347, 1
407, 1572, 1
1682, 680, 1
315, 1000, 2
569, 1806, 1
106, 65, 1
236, 501, 1
1105, 609, 1
1386, 826, 2
398, 1003, 1
1288, 1848, 1
