x_coordinate,y_coordinate,no_packages
44, 929, 1
1124, 1586, 1
1254, 871, 1
880, 387, 1
1241, 861, 1
384, 68, 2
1611, 421, 1
47, 1694, 1
1599, 181, 2
637, 403, 1
404, 1620, 1
1604, 27, 1
1290, 58, 1
1824, 1991, 1
1142, 1013, 1
863, 1617, 1
945, 1691, 1
972, 369, 1
216, 305, 1
1069, 587, 1
993, 688, 1
1546, 351, 1
899, 1299, 1
1559, 1296, 1
85, 200, 1
646, 1773, 2
360, 1330, 1
207, 1454, 1
1078, 141, 2
1616, 1547, 2
1935, 1116, 1
1600, 1831, 1
1951, 1085, 1
823, 1771, 1
1320, 1999, 1
891, 789, 1
276, 1020, 1
564, 494, 1
1536, 487, 1
967, 288, 1
1438, 339, 1
1010, 1698, 1
263, 1266, 1
1690, 1649, 1
770, 674, 2
1487, 1448, 1
1701, 1376, 1
1134, 1039, 1
588, 1473, 1
1928, 911, 1
1578, 1781, 1
126, 601, 1
1294, 1833, 1
793, 817, 1
400, 1941, 1
979, 503, 1
562, 559, 1
181, 202, 2
1981, 1131, 1
947, 1799, 1
793, 1078, 1
1929, 484, 1
1494, 523, 1
187, 1545, 1
261, 197, 1
1560, 1664, 1
376, 1933, 1
599, 1424, 1
1470, 342, 1
1269, 1817, 1
552, 1128, 1
1475, 174, 1
960, 1188, 1
722, 200, 1
429, 1718, 1
684, 1757, 1
1307, 1294, 1
1682, 1023, 2
1866, 220, 1
1873, 773, 1
158, 1174, 1
1528, 1197, 1
390, 1330, 1
17, 1290, 1
932, 975, 1
59, 692, 1
487, 467, 1
393, 755, 2
1638, 1531, 1
84, 15, 1
1661, 1685, 1
635, 1222, 1
398, 486, 2
642, 1455, 1
436, 1205, 1
1685, 1971, 1
1169, 1133, 1
1281, 1307, 1
1446, 1582, 1
1812, 1863, 1
1025, 995, 1
1290, 1681, 1
1792, 1162, 1
741, 1855, 1
1007, 123, 1
392, 1915, 1
1822, 95, 1
1658, 1935, 1
696, 449, 1
209, 1654, 1
897, 46, 1
378, 569, 1
821, 621, 1
1762, 1196, 1
320, 402, 1
83, 1695, 1
1416, 72, 1
1248, 1467, 1
1622, 1657, 1
1696, 1898, 1
1306, 138, 1
23, 772, 1
1173, 69, 1
6, 733, 1
622, 1270, 1
1909, 1570, 1
203, 979, 1
1111, 1120, 1
759, 681, 1
1617, 832, 1
1427, 1644, 1
1369, 816, 1
404, 60, 1
1894, 1653, 1
1472, 1400, 1
710, 839, 1
1242, 221, 1
724, 771, 1
617, 1956, 1
1365, 1189, 1
1437, 89, 1
1550, 1553, 2
677, 1518, 2
34, 1591, 1
1773, 1096, 1
128, 247, 1
655, 1736, 1
255, 1854, 1
1415, 1675, 1
493, 1890, 1
1496, 644, 1
460, 157, 1
1360, 1546, 1
1123, 919, 1
252, 1072, 1
1816, 935, 1
323, 528, 1
1778, 122, 1
1284, 130, 1
42, 1165, 1
138, 1651, 1
790, 742, 1
578, 1129, 1
158, 259, 1
1444, 1871, 1
1246, 1769, 1
1101, 551, 1
1053, 36, 1
605, 1329, 1
504, 168, 1
978, 1952, 1
440, 944, 1
10, 1989, 2
840, 1292, 1
919, 182, 1
1847, 94, 1
981, 1944, 1
993, 879, 1
1970, 566, 1
1443, 364, 1
672, 477, 1
106, 941, 1
1909, 18, 1
1747, 881, 1
1179, 1993, 2
1317, 866, 2
1291, 1503, 1
792, 777, 1
1496, 274, 1
1570, 529, 1
952, 427, 1
3, 1241, 1
1815, 275, 1
237, 125, 1
1032, 821, 1
783, 1973, 1
1617, 1112, 1
1154, 751, 1
1662, 1186, 1
374, 255, 1
