x_coordinate,y_coordinate,no_packages
1587, 1060, 1
391, 1952, 1
449, 566, 1
1269, 522, 1
1043, 255, 1
1636, 1994, 1
1648, 1264, 1
192, 549, 1
238, 1269, 1
350, 824, 1
1718, 1554, 1
1079, 194, 1
1255, 58, 1
1900, 1845, 1
855, 1823, 1
1710, 661, 1
513, 1052, 1
1649, 1929, 1
621, 134, 1
143, 1311, 1
1800, 1303, 2
1241, 1152, 1
1134, 1300, 1
1127, 1372, 1
1555, 1631, 1
263, 1581, 1
449, 804, 1
25, 926, 1
40, 70, 1
1664, 999, 1
1300, 384, 1
115, 1706, 1
169, 915, 2
527, 1432, 3
1909, 1729, 1
1687, 220, 2
572, 742, 1
1096, 1115, 1
1212, 107, 1
1934, 1598, 1
1097, 809, 1
145, 1647, 1
1247, 26, 1
1311, 831, 1
568, 1462, 1
835, 77, 1
1362, 792, 1
1914, 1181, 1
1556, 1994, 2
1626, 1966, 1
691, 1156, 1
753, 1755, 1
717, 766, 1
1811, 1487, 2
95, 356, 1
1902, 154, 1
20, 1902, 1
631, 815, 1
461, 1357, 1
541, 594, 1
1885, 1617, 1
732, 753, 1
439, 1185, 1
1527, 77, 1
398, 492, 1
368, 236, 1
349, 484, 1
1287, 1936, 3
1370, 880, 1
624, 866, 1
46, 953, 1
440, 270, 1
1757, 36, 1
904, 410, 1
1510, 1079, 1
200, 1603, 1
1449, 610, 1
715, 1498, 1
119, 475, 1
632, 428, 1
1869, 844, 1
809, 61, 1
1173, 54, 1
422, 1607, 1
210, 1409, 1
1301, 1547, 1
1531, 1441, 1
934, 420, 1
1030, 1904, 1
745, 1832, 1
1531, 40, 2
1117, 128, 2
276, 1462, 1
202, 1515, 1
973, 892, 1
717, 577, 1
1567, 502, 1
501, 1941, 1
400, 71, 1
1898, 1368, 1
