x_coordinate,y_coordinate,no_packages
1013, 773, 1
589, 1540, 1
1573, 149, 1
45, 654, 1
1449, 1666, 1
519, 1396, 1
544, 1083, 1
1404, 1188, 1
1864, 804, 1
51, 1911, 1
55, 990, 2
1916, 1957, 1
1678, 1993, 1
1921, 1283, 1
332, 643, 1
1276, 1697, 1
47, 353, 1
115, 449, 1
1965, 368, 1
547, 424, 1
1071, 1800, 2
856, 1353, 1
261, 1797, 1
1823, 51, 2
105, 1845, 1
1898, 1078, 1
1446, 1747, 1
620, 1853, 1
1149, 136, 1
1597, 821, 1
1613, 620, 1
1565, 1475, 1
701, 1623, 1
868, 1520, 1
220, 1544, 1
848, 542, 1
1983, 1556, 1
1792, 168, 1
296, 1908, 1
1456, 806, 1
1651, 123, 1
1543, 437, 2
1260, 1005, 1
421, 1932, 1
1787, 1824, 1
737, 1777, 1
1750, 1071, 1
1885, 1383, 1
11, 937, 1
46, 221, 3
