x_coordinate,y_coordinate,no_packages
1897,1543,1
340,832,1
437,1770,1
120,337,1
799,543,2
1607,931,1
1426,1960,1
1604,1138,1
996,317,1
445,1983,1
1506,1110,1
642,117,1
976,1029,2
1087,322,1
1040,164,2
140,1218,1
1765,481,1
1928,1823,1
1185,1217,1
167,858,1
1157,1070,1
534,418,1
643,488,1
268,1375,1
936,647,2
1916,148,1
1272,1153,4
150,1101,1
543,271,2
1804,140,2
756,583,1
1707,1112,1
1252,1652,1
16,1367,1
613,1908,1
1922,1798,1
236,1822,1
1133,318,1
1238,431,1
416,1407,1
540,1035,1
1854,1859,1
189,1299,1
566,90,1
1579,267,1
536,330,1
1129,1445,1
19,229,1
1808,1415,2
1117,73,1
