x_coordinate,y_coordinate,no_packages
1393,1476,1
1812,1099,1
1574,1312,1
601,890,1
6,1953,1
1473,539,3
1560,365,1
217,1782,1
1723,1308,1
407,313,1
330,1104,3
1889,1086,2
1226,663,1
229,1902,1
1703,1652,1
118,493,2
1939,161,1
995,1671,1
1557,1090,1
262,1351,1
1125,338,1
1786,1242,1
433,1902,1
1494,1412,1
638,817,4
1330,764,1
1059,924,1
460,131,1
1204,1134,1
451,14,1
1292,120,1
1854,64,2
145,1052,1
1370,994,1
270,1481,2
1169,1180,1
1606,968,1
389,193,1
882,725,1
956,1769,1
1379,1338,4
201,124,1
694,1639,2
509,392,1
918,287,1
570,947,1
1890,154,1
1764,1753,1
103,1335,4
1712,30,3
