x_coordinate,y_coordinate,no_packages
64,267,2
1897,1278,1
1174,39,1
408,1852,1
795,73,1
553,1427,1
751,1644,1
1605,869,1
700,271,3
1472,535,1
1001,576,1
1870,921,2
173,1649,1
652,1764,1
232,47,1
1651,1560,1
152,362,1
315,1171,1
1595,178,2
19,1480,1
1652,698,2
1264,144,1
1282,1977,2
943,1292,2
1609,1361,1
249,115,1
408,1880,1
166,380,1
1948,187,1
1621,1404,1
102,1468,1
656,1280,1
974,1674,1
1014,1239,1
960,589,1
1212,1771,2
906,378,1
162,360,3
539,294,2
1178,1992,1
253,1439,1
385,383,1
1548,466,1
1301,1712,1
1231,844,1
584,446,1
1688,706,1
1086,14,1
1982,1399,1
1544,330,1
128,1011,1
1501,123,1
1674,880,1
1565,1840,1
24,1524,1
652,1204,1
1872,740,1
1240,1388,3
1165,537,1
653,923,1
1660,983,1
614,1563,1
1118,1525,1
1202,349,1
722,839,1
945,664,2
1733,1935,3
949,1779,2
926,312,1
1537,789,1
50,1788,1
648,781,4
1294,305,1
28,889,1
1355,1854,1
1214,1937,1
194,33,1
306,554,1
44,1018,1
621,1699,3
1125,568,1
996,1242,1
886,891,3
327,998,3
122,723,3
137,1951,1
976,1244,1
481,1062,3
1645,443,1
26,1959,1
324,693,1
1400,1266,1
249,1226,1
577,698,1
1652,1410,2
756,1157,3
129,36,1
854,504,1
668,1409,1
1785,1848,1
1875,1846,3
1611,574,1
1182,1625,1
398,1847,1
659,1600,1
1988,1866,1
1214,1248,1
1678,510,1
962,1823,1
1046,1803,1
1536,303,1
166,1083,1
1234,1844,2
1962,1490,1
920,797,1
1620,1576,1
293,745,1
120,970,1
1296,6,1
1689,1271,1
299,1604,1
655,992,4
1238,1808,1
1687,1660,1
1961,1891,1
246,605,1
1506,1812,1
1636,1032,1
1619,770,1
1676,1746,1
534,418,1
51,59,1
1561,863,1
952,1588,2
302,914,1
1137,321,1
1553,643,1
560,933,1
1446,1242,1
333,1201,1
1958,34,1
1777,668,1
755,290,1
1475,768,1
1287,889,1
810,364,1
1712,1557,1
579,663,1
1164,80,2
114,1480,1
270,1017,1
139,286,1
1070,334,3
481,188,1
1991,731,1
845,703,1
1008,820,1
1074,852,1
810,1422,1
1685,183,1
918,325,1
1866,1779,1
490,115,1
1142,49,1
1726,1428,1
86,86,1
476,1945,1
1782,281,1
661,793,1
1372,810,1
1567,593,1
1371,1463,1
1126,139,1
1207,73,1
1193,1006,1
1437,165,1
753,1042,2
336,813,1
1098,15,2
1524,1275,1
1139,766,1
327,1709,1
1244,524,1
669,1838,1
244,1332,1
59,912,1
1334,1375,1
830,419,1
85,793,1
1521,1910,2
409,1555,1
1530,611,1
1380,438,2
1674,621,1
111,1326,1
1160,1823,2
516,444,1
634,25,1
370,1762,1
1023,1939,1
1474,670,1
800,1232,1
1885,1006,1
1222,584,1
1366,1755,2
159,1262,1
0,1746,1
102,1755,1
561,1904,1
911,781,1
1968,326,1
753,440,1
1988,866,1
763,155,1
1338,45,1
71,1840,1
290,538,1
1909,1817,4
1873,419,1
1303,1524,3
1623,62,2
1908,975,1
230,176,1
932,1781,2
1423,1141,1
46,1439,1
129,1497,1
441,133,1
772,61,1
885,1700,1
358,1992,1
1837,90,1
1964,1576,2
1453,576,1
415,1642,1
1374,556,3
385,480,1
1659,3,4
90,1788,1
1755,891,1
1439,1000,1
1465,1737,1
586,745,1
752,934,1
1115,335,1
1846,760,1
1107,298,1
1309,710,1
1188,822,1
711,1571,1
1667,1377,1
1012,1383,1
737,1968,1
1233,518,2
681,1893,1
955,923,1
1764,1393,1
87,703,1
1760,1280,1
699,1106,1
1525,326,2
1174,285,3
1622,421,1
811,167,1
1803,229,4
1114,85,1
1178,8,1
1127,1361,3
1514,464,1
1613,685,1
666,1498,1
764,1123,2
1071,1345,1
448,1181,1
835,1408,1
217,462,1
929,318,1
1833,1542,1
1,1829,1
1033,1638,1
295,1875,1
1945,627,1
831,620,1
1109,1307,1
1668,391,1
63,605,1
380,1695,1
146,137,1
1947,243,1
732,1354,1
1429,1223,1
794,767,1
877,1268,1
979,1300,1
85,1390,1
64,1023,1
63,523,1
1763,1633,1
1103,1576,1
1410,1202,1
718,1943,3
1004,55,1
1971,998,1
177,972,1
188,169,1
1701,1465,1
192,931,1
690,494,1
961,70,1
1131,1591,1
924,443,1
194,21,1
1215,1766,1
57,1915,1
141,1028,1
562,1427,1
1641,1894,1
1483,99,1
240,1429,1
356,1847,1
1748,333,1
1231,678,1
1406,317,3
157,407,1
510,11,1
1524,1652,1
361,1582,1
619,374,1
1772,1398,1
1010,468,1
1655,1435,3
237,207,1
270,1516,3
1239,1152,1
1016,750,1
880,42,1
1838,1420,1
1113,217,1
68,571,1
1437,864,1
178,538,2
1361,732,1
1038,1882,1
1900,1793,1
49,331,1
382,1361,1
1351,1118,1
538,978,1
1617,1344,1
846,237,1
475,414,1
272,1529,1
22,761,1
1614,24,1
1363,544,1
18,621,2
280,654,2
1762,983,1
386,1359,1
980,438,1
794,1132,1
1108,1758,1
299,1366,1
1044,297,2
139,978,1
148,1159,1
1283,1542,1
1281,740,2
1695,537,1
1540,884,1
656,1598,1
394,1375,1
765,800,1
1712,1775,1
1858,260,1
1944,1618,1
832,1323,2
1301,322,1
1067,589,1
153,886,1
854,135,1
1442,1826,1
1582,1313,1
568,805,1
1331,1652,4
699,621,1
1239,669,2
1751,1942,1
998,790,1
1719,1409,1
1147,1891,1
1227,1353,1
281,961,1
1416,1002,3
1091,1058,1
128,515,1
1913,555,2
1217,1051,1
1898,1855,1
490,1159,1
