x_coordinate,y_coordinate,no_packages
242, 395, 2
1155, 733, 1
781, 1774, 1
493, 1645, 1
227, 1724, 1
392, 20, 1
1899, 693, 1
536, 1929, 1
528, 1943, 2
602, 1282, 1
1347, 1587, 1
1807, 734, 1
834, 1440, 1
705, 632, 1
1836, 721, 1
1125, 1748, 1
1456, 1605, 1
1620, 1242, 1
1880, 1149, 1
1221, 684, 1
54, 787, 1
1489, 391, 1
1731, 51, 3
508, 871, 1
1316, 883, 1
244, 697, 1
931, 1367, 1
1488, 1516, 1
1515, 1950, 2
372, 1085, 1
1272, 1919, 1
1336, 990, 1
1062, 984, 1
1857, 519, 1
1398, 252, 1
669, 767, 1
1520, 33, 1
153, 1355, 1
1350, 1989, 1
1037, 1352, 1
1147, 264, 1
1585, 48, 1
1995, 1100, 1
1559, 133, 1
1411, 469, 1
1756, 1755, 1
882, 651, 2
589, 616, 1
1260, 1495, 1
892, 755, 2
987, 868, 1
1521, 1375, 1
1320, 1404, 1
1937, 1576, 1
87, 112, 1
229, 934, 1
831, 246, 1
1693, 244, 1
1699, 309, 1
1314, 1482, 3
981, 88, 1
1391, 1203, 1
1514, 1591, 1
288, 330, 1
736, 73, 1
245, 1413, 1
1400, 1395, 1
441, 1155, 1
39, 1436, 1
1501, 1542, 1
1989, 1017, 2
1982, 1800, 2
921, 1722, 2
584, 157, 2
532, 345, 1
53, 581, 1
1285, 1520, 1
42, 1504, 1
290, 1420, 1
1608, 704, 2
1849, 1505, 1
205, 890, 1
1872, 1794, 1
1751, 1600, 1
710, 1775, 1
1048, 447, 1
222, 1556, 1
864, 297, 1
323, 1356, 1
371, 965, 1
823, 1491, 1
1931, 317, 1
425, 947, 1
704, 457, 1
1625, 115, 1
329, 450, 1
692, 924, 1
1601, 506, 2
1853, 1816, 1
1098, 358, 1
1198, 1251, 1
395, 1155, 2
509, 261, 1
291, 417, 1
1927, 35, 1
173, 1736, 1
524, 1659, 3
1652, 497, 1
111, 1179, 1
459, 1213, 1
1038, 241, 2
1463, 12, 1
519, 360, 1
444, 1764, 1
248, 1152, 3
777, 1236, 1
339, 1524, 1
1425, 496, 1
1319, 1488, 1
833, 1084, 1
1363, 91, 3
1013, 1769, 1
857, 297, 1
1474, 331, 1
111, 312, 1
267, 1949, 1
1119, 1361, 1
1379, 1797, 1
526, 1317, 2
1272, 577, 1
1437, 628, 1
132, 482, 1
1394, 372, 1
451, 1816, 1
1960, 263, 1
1734, 357, 1
704, 1173, 1
1821, 1888, 1
457, 1035, 1
1825, 854, 1
1899, 54, 1
1142, 1703, 1
1124, 1572, 1
197, 398, 1
1282, 1355, 1
478, 471, 1
596, 330, 1
1718, 1934, 1
92, 1021, 2
211, 770, 1
1321, 677, 1
984, 1364, 1
1031, 647, 1
1498, 1002, 1
339, 1024, 1
1470, 283, 1
816, 19, 1
681, 1869, 1
878, 18, 1
1463, 498, 1
1262, 559, 1
1456, 598, 1
1822, 157, 1
385, 410, 1
1432, 46, 1
383, 786, 1
1136, 285, 1
1726, 1900, 1
142, 378, 1
1431, 1186, 1
835, 138, 1
1570, 1590, 1
1066, 1595, 1
1632, 696, 1
1416, 123, 1
1588, 1018, 1
682, 1802, 1
445, 1183, 1
440, 663, 1
1283, 550, 2
430, 778, 1
1073, 1936, 1
1304, 1534, 1
241, 1828, 1
557, 1078, 2
486, 667, 1
393, 1579, 1
648, 206, 1
1150, 1076, 1
1852, 913, 1
684, 1130, 1
798, 934, 1
1536, 1584, 1
984, 1675, 1
1926, 285, 1
1158, 1103, 1
734, 1298, 1
1760, 1761, 1
1689, 1600, 1
1271, 85, 1
