x_coordinate,y_coordinate,no_packages
1614,703,2
1561,99,1
1282,1605,1
33,254,2
323,903,1
1962,876,1
1410,1862,1
1331,618,1
1910,1795,1
1340,738,1
761,1360,2
338,106,1
625,1486,1
479,879,1
1441,194,1
976,159,1
463,1063,1
19,16,1
1673,246,4
864,1421,1
145,468,1
1496,1650,1
641,752,2
280,783,1
1542,1790,1
1386,292,1
1153,17,1
336,901,1
436,1286,1
1883,843,1
906,1761,1
1836,205,1
252,1207,1
719,1972,1
1620,286,1
1320,172,1
1230,1228,1
583,1595,3
54,1736,1
1793,617,1
1242,1043,1
802,605,1
1605,1838,1
490,1013,1
493,1023,1
145,1081,2
24,739,2
270,792,2
1164,861,1
1398,353,1
1954,1577,1
1202,138,1
441,81,2
1942,1616,1
586,1287,1
1571,850,1
823,168,1
1101,1261,1
171,634,1
1886,416,3
318,1098,1
1201,1299,1
1330,1394,1
635,1430,1
1952,1733,1
500,176,2
237,928,1
112,633,1
1347,1516,1
25,1449,1
23,335,1
710,1071,1
1684,1476,1
761,259,1
1788,550,1
241,1579,2
686,1652,1
1072,130,1
1996,1180,1
1016,932,1
113,1023,2
341,753,1
1583,210,2
1380,1480,1
1517,1042,1
1758,1767,1
94,966,1
1884,307,1
1966,1756,1
1644,1871,1
1342,858,1
508,852,2
655,555,1
1170,763,1
1378,1847,1
457,1647,1
94,1953,1
1796,952,2
1584,1730,1
176,1132,1
