x_coordinate,y_coordinate,no_packages
1475, 586, 1
808, 1460, 1
719, 1688, 1
1093, 415, 3
615, 721, 1
640, 542, 1
1216, 205, 1
1353, 952, 1
385, 627, 1
1711, 270, 1
1937, 845, 1
1086, 286, 1
494, 780, 1
952, 300, 1
1822, 192, 1
124, 246, 1
800, 488, 1
599, 694, 1
1350, 774, 1
923, 943, 1
1308, 649, 1
1655, 984, 1
803, 908, 1
1567, 458, 1
1464, 1778, 1
1610, 1209, 3
1627, 939, 1
271, 817, 1
1780, 1631, 1
527, 858, 1
652, 870, 1
731, 1707, 1
564, 461, 1
1088, 193, 1
318, 1738, 1
412, 1090, 1
1202, 449, 1
820, 1598, 1
298, 1341, 1
1883, 1155, 1
1725, 670, 1
1824, 155, 1
403, 324, 1
550, 402, 1
556, 1176, 1
1697, 49, 1
208, 633, 1
1681, 40, 1
557, 1389, 1
135, 849, 3
1194, 1201, 1
1261, 1165, 3
874, 1924, 1
165, 768, 1
1671, 478, 1
452, 1538, 1
667, 1635, 1
1600, 748, 1
461, 400, 1
554, 270, 1
1917, 916, 1
1845, 314, 1
380, 519, 1
1804, 1870, 1
961, 1529, 1
561, 306, 1
379, 1527, 1
1198, 1494, 1
381, 1848, 1
445, 1207, 1
879, 1729, 1
1595, 30, 1
1970, 211, 1
819, 1199, 1
221, 2, 1
366, 1380, 1
1442, 1367, 1
582, 512, 1
1510, 1768, 1
620, 775, 1
335, 136, 1
1083, 1630, 3
638, 1605, 1
1968, 1051, 1
574, 21, 2
3, 1364, 2
45, 1136, 1
1608, 250, 1
622, 1852, 1
1888, 1620, 1
927, 163, 1
1305, 1758, 1
1325, 1350, 1
1548, 1006, 1
1777, 1899, 1
842, 1270, 1
1699, 403, 1
657, 1109, 1
1858, 1565, 1
654, 633, 1
539, 1423, 1
800, 1390, 1
1387, 834, 2
1212, 468, 1
1054, 1332, 1
357, 1752, 3
1273, 1234, 1
589, 1355, 1
787, 1248, 1
1327, 636, 1
1631, 1453, 1
617, 865, 1
1175, 65, 2
668, 1109, 1
389, 1748, 1
1547, 766, 1
682, 122, 1
1942, 723, 1
1946, 332, 1
87, 164, 1
1611, 1326, 1
125, 785, 1
1395, 1442, 1
1073, 32, 1
1917, 1585, 1
1273, 22, 1
375, 1786, 1
1300, 1345, 1
167, 1184, 1
200, 579, 1
1909, 1915, 1
1079, 378, 1
352, 609, 2
1699, 1782, 1
1255, 941, 1
1009, 526, 1
706, 462, 1
660, 1186, 1
399, 566, 1
1945, 1123, 1
486, 316, 1
30, 259, 1
1075, 25, 1
1119, 1184, 1
1628, 550, 1
1083, 1792, 1
1417, 1775, 1
750, 854, 1
1928, 1431, 1
461, 1115, 1
1222, 1887, 1
1336, 1222, 1
1081, 1883, 1
684, 1124, 1
912, 1728, 2
798, 1430, 1
722, 1452, 1
1257, 457, 1
1368, 1228, 1
123, 1538, 1
454, 1367, 1
495, 878, 1
827, 1076, 1
861, 1589, 1
1770, 1277, 1
1655, 956, 1
984, 1062, 1
1303, 558, 1
990, 295, 1
955, 615, 1
969, 999, 1
1446, 1839, 1
1157, 780, 1
602, 1931, 1
1875, 1552, 1
465, 702, 1
846, 1982, 1
34, 1677, 1
