x_coordinate,y_coordinate,no_packages
201,529,1
1529,1062,1
1408,1178,1
766,801,1
1391,1205,1
308,706,4
988,214,1
1885,1969,1
1702,1926,1
713,638,1
1606,423,1
713,975,1
1478,1426,1
137,614,1
1455,235,1
702,1327,1
1638,336,2
1516,499,1
1130,327,1
873,1962,1
1633,829,1
381,1311,1
810,59,1
1808,404,1
879,796,1
439,421,1
1441,1656,1
1182,208,1
1099,382,1
403,937,1
1373,1766,1
1978,1308,1
795,1251,1
233,712,1
937,1264,1
1379,1445,1
1881,1258,1
1376,274,1
488,625,1
764,1420,1
795,856,1
1177,785,1
996,1301,1
1882,1321,2
354,1136,1
591,287,1
1724,923,1
1772,735,3
992,279,1
786,1973,1
1337,1013,1
1007,851,1
909,1000,1
1157,63,1
451,598,1
460,1101,1
1598,936,1
1582,1568,1
1046,231,1
548,1587,1
751,1110,1
85,1556,1
1118,447,4
209,1507,1
1538,506,1
66,921,1
1765,1672,1
1772,240,1
485,429,1
1204,1411,1
1455,1249,1
339,1261,1
423,1666,1
121,1167,1
575,1222,1
662,1441,1
1172,547,3
1053,1843,1
195,277,3
1609,842,2
567,1775,1
1436,1773,1
299,1456,1
506,1559,1
804,1002,1
1295,550,1
768,925,1
1627,1802,1
825,1055,1
1422,1917,2
931,1946,1
1191,5,2
1734,1500,1
1990,938,1
1428,733,2
1629,1094,1
1982,879,1
1013,549,1
580,691,1
267,1159,2
