x_coordinate,y_coordinate,no_packages
1981, 1518, 1
1774, 1599, 1
642, 1489, 1
1738, 818, 1
1699, 678, 1
466, 1615, 1
1629, 1881, 1
848, 152, 1
1256, 1994, 1
1900, 279, 1
222, 1226, 1
118, 1136, 1
1402, 1999, 1
1859, 1588, 1
654, 999, 1
825, 222, 2
1200, 520, 1
337, 839, 1
845, 783, 1
334, 290, 1
653, 1917, 1
680, 1872, 1
500, 1616, 1
259, 1741, 1
1399, 1092, 1
1563, 719, 1
1575, 1369, 1
1281, 1083, 1
1138, 1778, 1
183, 629, 1
826, 1978, 1
992, 1800, 1
1341, 797, 2
187, 1608, 1
740, 356, 1
1518, 1920, 1
534, 1908, 1
1230, 783, 1
8, 445, 1
699, 1549, 1
1861, 596, 1
973, 1343, 1
648, 367, 1
1833, 380, 2
1995, 117, 1
1468, 1717, 1
1043, 1700, 1
1015, 554, 1
881, 790, 1
649, 396, 1
350, 1578, 1
1048, 1962, 1
730, 381, 1
981, 976, 1
796, 704, 1
1275, 1608, 1
518, 806, 1
1223, 1229, 1
1275, 494, 1
1157, 1692, 1
1418, 363, 1
484, 169, 2
593, 502, 1
1796, 944, 1
1845, 1881, 1
1553, 1569, 1
807, 1761, 1
1460, 1513, 1
495, 1633, 1
1075, 1371, 1
1582, 135, 1
654, 490, 2
1168, 978, 1
1389, 1615, 1
726, 754, 1
586, 1903, 1
1622, 734, 2
416, 1930, 1
16, 1806, 1
989, 901, 1
1792, 1043, 1
1288, 367, 3
171, 481, 1
1296, 872, 1
605, 109, 1
56, 1772, 1
1671, 174, 1
1970, 517, 2
1793, 535, 1
250, 1102, 1
1199, 1892, 1
332, 180, 1
1042, 299, 1
985, 1273, 1
860, 1203, 1
518, 1031, 1
1698, 1672, 1
1994, 766, 1
171, 22, 2
1480, 1072, 1
1764, 1987, 1
900, 757, 1
1282, 1350, 1
1686, 171, 1
1923, 813, 1
539, 1717, 1
1235, 1574, 1
1431, 953, 1
224, 680, 1
1192, 245, 2
1256, 861, 1
204, 1888, 1
1952, 673, 1
35, 238, 1
946, 1465, 1
756, 760, 1
190, 1732, 1
1018, 1658, 1
1127, 1985, 1
1492, 949, 1
163, 1322, 1
949, 253, 1
21, 1954, 1
998, 1277, 1
932, 517, 1
28, 208, 1
800, 694, 1
1967, 1522, 1
94, 1823, 1
545, 91, 1
1058, 247, 1
1857, 1316, 2
1149, 1383, 1
786, 326, 1
1133, 686, 2
1371, 244, 1
1337, 1820, 1
1131, 34, 1
1217, 683, 1
1055, 733, 1
1803, 681, 1
1000, 1846, 1
1922, 129, 1
26, 163, 1
1645, 1429, 1
318, 1877, 1
149, 1984, 1
1166, 652, 1
1034, 1560, 1
1752, 1584, 1
1116, 1289, 1
369, 44, 1
1988, 655, 1
422, 1587, 1
1101, 1301, 1
420, 223, 1
204, 2, 2
1809, 135, 1
255, 889, 1
290, 1842, 1
228, 1029, 1
463, 236, 2
75, 1503, 1
519, 1871, 1
1808, 1162, 1
1197, 952, 1
803, 1430, 1
1350, 1919, 1
1316, 661, 1
1410, 419, 1
254, 313, 1
1111, 820, 1
1471, 1449, 1
1858, 622, 1
402, 272, 1
484, 181, 1
1675, 732, 1
1820, 203, 1
578, 1129, 1
85, 1885, 1
1750, 1609, 1
1890, 1628, 2
1042, 642, 1
848, 429, 1
844, 1310, 1
791, 244, 1
270, 129, 1
331, 882, 1
1636, 1646, 1
1228, 1996, 1
1583, 1762, 1
823, 775, 1
1752, 440, 1
1475, 1121, 2
1637, 860, 1
1234, 579, 2
994, 1057, 1
75, 1905, 1
512, 686, 1
1487, 224, 1
