x_coordinate,y_coordinate,no_packages
1978, 1667, 1
1927, 413, 1
918, 1809, 1
1814, 1272, 1
645, 1733, 1
172, 555, 1
1404, 798, 1
1908, 775, 1
819, 1249, 2
1553, 1365, 1
1818, 668, 1
1747, 1245, 1
989, 659, 1
1417, 1870, 1
723, 1198, 2
1369, 637, 1
67, 1767, 1
86, 1269, 1
1856, 457, 1
363, 596, 1
894, 1913, 2
873, 166, 1
314, 1412, 1
1344, 599, 1
394, 1370, 1
1222, 261, 1
929, 1435, 1
888, 217, 1
1324, 1275, 1
874, 1468, 1
1262, 1872, 2
57, 1093, 1
278, 27, 1
1189, 1426, 1
119, 1985, 1
678, 1282, 1
1055, 1970, 2
1129, 1794, 1
1177, 426, 1
864, 1913, 1
1489, 85, 1
602, 591, 1
1917, 1415, 1
874, 296, 1
409, 1913, 3
1635, 1197, 1
407, 1546, 1
551, 622, 1
1120, 884, 1
442, 1686, 2
1229, 1191, 1
472, 894, 1
881, 1407, 1
1064, 1594, 2
1460, 1465, 1
303, 234, 1
1107, 492, 1
379, 682, 1
911, 221, 1
780, 380, 2
1055, 1633, 1
1584, 1207, 1
1112, 548, 3
288, 1399, 1
1924, 1816, 1
889, 922, 1
994, 886, 1
1259, 603, 3
1154, 1435, 1
238, 981, 1
1279, 1660, 1
1767, 650, 1
685, 1272, 1
440, 1267, 1
1532, 165, 2
924, 1088, 1
809, 756, 1
236, 1287, 2
1813, 1497, 1
1349, 615, 1
1849, 102, 1
16, 1222, 1
1172, 967, 1
85, 1728, 2
1318, 916, 1
762, 794, 1
652, 1431, 1
360, 1360, 1
281, 738, 1
1219, 840, 1
1040, 858, 1
774, 1478, 1
126, 1967, 1
1389, 6, 1
831, 396, 1
981, 926, 1
1526, 179, 1
1719, 1392, 3
1088, 1151, 1
1805, 1737, 1
1702, 510, 1
1530, 938, 1
570, 294, 3
1356, 431, 1
152, 222, 1
978, 1568, 1
1007, 278, 2
1848, 26, 1
1966, 794, 1
392, 1304, 2
234, 1185, 1
1190, 1315, 1
1403, 620, 1
114, 785, 1
848, 775, 1
1902, 333, 2
1664, 1435, 1
1444, 1574, 1
954, 1473, 1
476, 1413, 1
1755, 909, 1
530, 1984, 1
1542, 1954, 1
1843, 1564, 1
1209, 732, 1
305, 1421, 1
414, 1354, 1
1270, 1586, 1
512, 676, 1
181, 116, 1
367, 821, 1
1653, 322, 1
1216, 272, 1
1304, 1797, 1
1364, 952, 1
863, 1887, 1
1521, 1917, 2
159, 587, 1
1089, 1105, 2
1545, 186, 1
103, 1344, 1
1190, 1266, 1
1966, 1759, 1
357, 88, 1
1374, 381, 1
1683, 741, 1
381, 573, 1
1105, 1548, 1
78, 534, 1
185, 451, 1
1186, 1598, 2
371, 1351, 1
935, 1115, 1
836, 27, 1
1760, 156, 1
189, 508, 1
1529, 1548, 2
1273, 69, 1
898, 1540, 1
360, 1382, 1
64, 1356, 1
364, 987, 1
1989, 1238, 1
88, 496, 1
1311, 1498, 1
732, 120, 1
769, 1367, 2
718, 1808, 1
1445, 1189, 1
1145, 100, 1
1601, 347, 1
1906, 579, 1
1664, 575, 1
1060, 862, 1
1474, 712, 1
898, 53, 1
917, 1591, 2
1867, 192, 1
934, 438, 1
340, 927, 1
633, 662, 1
1626, 1231, 1
14, 1314, 1
1596, 990, 1
1709, 1790, 1
358, 1483, 1
468, 45, 1
1408, 969, 1
852, 1228, 1
1217, 1823, 1
32, 1995, 2
15, 1250, 1
66, 1595, 1
439, 762, 1
626, 897, 1
1035, 1113, 1
882, 1216, 1
1447, 1799, 1
113, 1633, 1
883, 1079, 1
