x_coordinate,y_coordinate,no_packages
261, 763, 1
290, 1259, 1
1819, 968, 1
1554, 1488, 1
1653, 986, 1
701, 1287, 1
905, 1895, 2
1838, 1681, 4
625, 1751, 1
773, 746, 1
204, 1058, 1
1517, 49, 1
1427, 1874, 1
1432, 651, 1
1202, 717, 4
1593, 63, 1
112, 634, 1
1034, 1981, 1
1828, 184, 1
1886, 590, 1
641, 1391, 1
1899, 366, 2
411, 578, 1
1547, 919, 1
396, 152, 2
1448, 1264, 1
1236, 561, 1
655, 1114, 1
244, 4, 2
342, 1994, 1
1023, 343, 1
391, 1172, 1
1285, 1463, 1
29, 1889, 1
1266, 811, 1
1701, 1728, 1
21, 876, 2
940, 485, 1
967, 479, 2
1302, 551, 1
1403, 532, 1
1581, 1376, 1
1839, 407, 1
1438, 1373, 1
1447, 1352, 1
1109, 635, 1
692, 1088, 1
1641, 1975, 1
506, 384, 1
362, 1149, 1
1800, 973, 2
725, 1701, 1
1049, 47, 1
286, 1890, 1
1092, 989, 1
1665, 504, 2
1602, 1173, 1
75, 173, 1
1184, 523, 2
1935, 483, 1
1096, 742, 1
712, 850, 2
646, 1452, 1
1967, 280, 1
387, 864, 1
1139, 443, 1
500, 991, 1
136, 1767, 1
102, 1020, 1
1939, 1741, 1
1654, 893, 2
186, 1937, 1
1414, 482, 3
1600, 576, 1
571, 823, 1
1593, 321, 1
117, 743, 1
290, 767, 2
1530, 1759, 2
222, 1830, 1
1592, 757, 2
1192, 199, 1
446, 280, 1
853, 314, 1
8, 12, 1
204, 1994, 1
905, 1289, 1
1384, 355, 1
1300, 86, 2
1419, 820, 2
926, 93, 1
1143, 1249, 1
1873, 360, 2
58, 1561, 1
507, 656, 1
1388, 1043, 1
447, 1261, 1
591, 73, 1
1255, 1227, 1
1353, 1980, 2
