x_coordinate,y_coordinate,no_packages
1594, 1211, 2
463, 53, 1
790, 1569, 1
1309, 731, 1
978, 525, 1
120, 612, 1
1597, 1003, 1
217, 651, 1
1138, 1947, 1
1889, 853, 2
438, 63, 1
1470, 800, 1
453, 1291, 1
1559, 211, 1
1907, 178, 1
274, 1431, 1
1838, 471, 1
1417, 1325, 1
1624, 122, 1
665, 1112, 1
1638, 1099, 1
1842, 1849, 1
486, 309, 2
465, 5, 1
1092, 1973, 2
1318, 1389, 1
50, 173, 1
610, 314, 1
298, 1529, 1
464, 757, 1
884, 1701, 1
1309, 299, 1
1728, 1348, 2
369, 1358, 1
1424, 1227, 1
1835, 1600, 1
617, 1580, 1
1718, 1113, 1
1057, 1654, 1
746, 1344, 1
1417, 268, 1
892, 1337, 1
616, 96, 1
1214, 83, 1
462, 199, 1
383, 695, 2
1846, 1901, 1
1885, 496, 1
1988, 986, 1
799, 1910, 1
1203, 412, 1
740, 856, 1
1714, 224, 1
1610, 368, 1
763, 94, 1
399, 127, 1
1419, 1438, 1
1523, 1391, 1
1383, 14, 1
1027, 1291, 1
795, 1281, 1
1131, 477, 1
303, 1523, 1
1082, 77, 1
439, 1588, 1
662, 698, 1
66, 723, 1
1326, 1953, 1
1688, 509, 1
670, 1006, 1
1460, 1959, 1
183, 1500, 1
926, 892, 1
163, 11, 1
829, 776, 1
398, 646, 1
1538, 487, 1
467, 1414, 1
65, 774, 1
488, 367, 1
351, 161, 1
1350, 1328, 1
1645, 1369, 1
187, 1059, 1
109, 1255, 1
863, 680, 1
390, 991, 1
727, 1215, 1
1139, 1557, 1
1929, 534, 1
297, 1078, 1
1178, 1494, 1
20, 939, 1
451, 1507, 1
747, 429, 1
1734, 512, 1
120, 1403, 1
604, 683, 1
1300, 1781, 1
483, 920, 1
