x_coordinate,y_coordinate,no_packages
1523, 766, 1
1338, 484, 1
852, 1315, 1
1544, 1025, 1
218, 1891, 2
932, 1386, 2
202, 964, 1
411, 1024, 1
1398, 72, 1
362, 1181, 1
560, 643, 3
8, 1251, 1
671, 470, 1
890, 1419, 2
736, 1754, 3
1593, 440, 1
1425, 457, 1
551, 1006, 1
1588, 1568, 1
734, 682, 1
1645, 1677, 1
1017, 1404, 1
121, 1119, 1
1723, 1535, 1
141, 1241, 1
1510, 1770, 1
1322, 1571, 2
995, 1295, 1
1838, 1453, 1
1388, 325, 1
738, 1834, 1
73, 1162, 1
510, 90, 1
348, 1381, 1
963, 1987, 1
415, 403, 1
1079, 4, 1
1887, 1924, 1
1188, 1993, 1
1892, 1997, 1
53, 953, 1
1810, 1878, 1
917, 1308, 1
299, 1285, 1
879, 651, 1
263, 45, 1
1969, 841, 1
331, 1143, 2
1628, 1308, 1
776, 1019, 2
