x_coordinate,y_coordinate,no_packages
1345,509,1
1940,366,1
1143,850,1
1569,1307,1
1381,939,1
874,1808,1
1622,369,1
1033,691,1
1093,1228,1
721,1848,1
664,1730,1
1565,1296,1
1486,662,1
1153,1117,1
1568,1126,2
520,737,3
916,1965,1
1487,70,4
1220,33,1
1823,618,1
454,439,2
44,1580,1
1412,1684,1
1133,1047,1
1896,1170,1
77,942,1
283,542,1
1192,511,1
1661,615,1
818,1165,2
1503,158,1
1623,988,1
1691,1841,1
1180,1678,2
1219,1315,1
1496,1655,1
160,1597,1
1578,684,1
1673,889,1
1777,246,2
464,1531,1
1233,1901,1
1592,1294,1
624,1073,1
1105,1156,1
1028,1429,1
103,1379,1
804,1988,1
1218,1178,1
454,884,1
807,303,1
169,974,1
100,1122,1
174,816,1
1584,1429,1
276,984,1
999,809,1
401,1149,1
1506,1073,1
146,545,1
662,1402,2
183,230,1
867,748,1
656,705,1
49,1576,1
716,1262,1
1644,905,1
902,91,2
478,408,1
319,1551,1
175,230,1
497,1943,1
302,1779,1
589,28,1
1647,227,1
964,46,1
1515,1101,1
1119,1071,1
1123,989,1
289,1423,1
37,771,1
1358,1078,1
348,123,1
1616,1426,1
108,952,1
17,136,1
555,1357,2
1351,737,2
39,599,2
1329,791,1
779,1041,3
203,1851,1
1775,1222,1
381,407,1
937,1148,2
44,81,1
1084,624,1
805,1524,1
710,1401,1
1280,619,1
1026,564,1
1281,527,2
1823,1668,4
1933,1136,3
461,310,1
804,1345,1
1494,782,1
1388,1254,2
1405,465,1
1173,312,1
639,1863,1
919,1110,1
1336,283,1
1400,1638,1
282,632,1
1840,1072,2
880,1861,3
297,1343,2
1878,323,1
1141,1091,3
242,377,1
1801,298,1
1567,652,2
847,1968,1
907,1527,2
1831,1304,2
560,311,1
218,269,1
1561,1253,1
1240,1161,1
1221,475,1
53,735,1
1597,976,1
1732,1238,1
1330,765,1
793,1006,1
335,395,1
836,1565,3
1895,552,3
455,1520,1
415,1551,1
362,1898,3
899,1775,1
1408,665,2
1817,505,1
1589,85,1
1688,779,1
807,1252,2
1171,1216,1
1313,1793,1
78,1066,1
935,1693,2
1797,503,1
810,1505,1
793,1057,1
1971,100,1
900,815,2
1584,1694,1
340,865,1
1882,111,1
1850,291,1
1323,925,1
1025,231,1
1198,1920,2
1119,277,1
662,923,1
929,1208,2
1834,413,2
184,512,1
1328,1857,1
335,1471,1
186,233,1
1298,743,1
1448,786,1
1997,1047,1
327,775,1
89,1573,1
686,1158,2
1766,307,1
296,366,1
105,859,1
1495,1574,3
591,1282,1
1840,269,3
7,1275,1
25,939,1
1021,1113,1
1245,1807,1
444,1205,1
929,839,1
1231,1229,1
1806,1120,1
1287,1141,1
425,100,1
112,1337,1
297,1748,1
1183,1716,1
678,1884,1
223,853,4
330,1376,1
