x_coordinate,y_coordinate,no_packages
850, 1718, 1
1228, 921, 2
1630, 109, 1
1497, 372, 1
333, 1195, 1
1805, 381, 1
1811, 929, 1
1712, 1120, 1
1059, 1212, 2
1797, 1638, 2
1598, 803, 1
1588, 393, 1
591, 1974, 1
1405, 1123, 1
1852, 1799, 1
1027, 678, 1
1039, 1087, 1
1968, 175, 1
1326, 1485, 1
1092, 1858, 1
124, 1576, 1
1916, 52, 1
1205, 740, 1
282, 1876, 1
1525, 545, 1
1578, 1673, 1
77, 1072, 1
810, 951, 2
1276, 1776, 1
794, 923, 1
1902, 585, 1
548, 1459, 1
33, 593, 1
1714, 1149, 1
1390, 1104, 1
1055, 539, 1
1977, 478, 1
1946, 705, 1
662, 645, 2
1773, 1299, 1
1583, 1217, 1
1670, 1158, 1
1611, 552, 1
433, 510, 4
1530, 1796, 1
281, 1713, 1
1489, 1831, 1
1602, 1083, 1
1559, 643, 4
4, 1213, 3
744, 1810, 1
1598, 170, 1
1340, 1570, 1
1670, 1194, 1
1436, 1587, 1
1490, 172, 1
585, 751, 1
446, 1684, 1
1728, 1376, 1
472, 113, 1
1956, 716, 1
826, 707, 1
345, 453, 1
1352, 123, 1
542, 1906, 1
362, 473, 1
959, 1770, 1
979, 902, 1
913, 1096, 1
508, 1477, 1
1222, 203, 1
1034, 1035, 1
1191, 1670, 1
472, 189, 1
1123, 1370, 3
712, 1514, 1
1119, 906, 1
119, 1027, 2
1567, 526, 1
1320, 1867, 2
1847, 321, 1
1794, 1257, 2
1580, 964, 1
721, 109, 1
1572, 759, 1
1235, 1802, 1
1197, 1801, 1
1910, 1414, 2
1217, 209, 1
1113, 583, 3
933, 1244, 2
1994, 656, 1
1665, 1718, 1
1626, 1301, 1
1673, 1269, 1
1479, 256, 1
1055, 770, 1
1089, 1113, 1
1093, 1836, 1
1186, 516, 1
801, 637, 1
1302, 1914, 1
1795, 1080, 1
1120, 883, 1
199, 59, 1
577, 976, 1
455, 122, 1
899, 1197, 1
451, 1042, 1
980, 672, 2
919, 1622, 1
437, 126, 1
1780, 1473, 1
1780, 1209, 1
42, 1007, 1
1604, 1124, 4
1718, 1541, 1
1591, 1772, 2
825, 328, 1
917, 982, 1
787, 1931, 1
1250, 802, 1
1449, 1682, 1
1303, 378, 1
1656, 1023, 1
1217, 1449, 1
1842, 965, 1
1039, 1917, 1
958, 610, 1
498, 1101, 1
1203, 493, 1
419, 365, 1
1516, 1904, 4
927, 776, 1
723, 1806, 1
1225, 91, 1
875, 1178, 1
1712, 593, 1
326, 1267, 1
1454, 418, 1
1860, 1922, 1
1293, 876, 1
881, 998, 1
175, 1422, 2
1679, 1695, 1
608, 1060, 1
1782, 1326, 3
1815, 1000, 1
1196, 1573, 3
1714, 348, 1
608, 1015, 3
1684, 1952, 1
252, 693, 1
385, 1686, 1
33, 1063, 2
603, 962, 1
1619, 1805, 1
828, 1669, 1
1468, 298, 1
1015, 1445, 1
1795, 1444, 1
316, 154, 1
363, 912, 1
1522, 1260, 1
1763, 53, 1
668, 273, 1
780, 994, 1
401, 647, 1
1870, 1093, 1
1174, 541, 1
1045, 1562, 1
945, 980, 1
587, 1393, 1
1298, 775, 1
9, 262, 1
1142, 787, 1
1963, 1025, 1
1441, 398, 2
766, 700, 1
1099, 746, 1
791, 1160, 1
1117, 1745, 1
784, 1636, 2
1494, 1758, 1
1397, 58, 1
1087, 266, 1
325, 1378, 1
1935, 117, 1
1349, 1168, 1
1892, 1952, 1
3, 495, 1
1313, 917, 1
1266, 364, 1
1889, 1920, 1
640, 671, 1
790, 1358, 1
1584, 648, 1
1364, 574, 1
576, 907, 3
437, 884, 3
