x_coordinate,y_coordinate,no_packages
1768, 223, 1
1059, 1646, 1
1978, 1530, 2
131, 330, 1
1732, 62, 1
1897, 162, 1
840, 600, 1
1167, 212, 1
1470, 1497, 2
1186, 1170, 1
303, 1047, 1
1728, 108, 1
714, 1539, 1
431, 1950, 1
1998, 814, 1
1650, 1265, 1
253, 847, 1
252, 531, 1
1266, 389, 1
680, 698, 1
306, 316, 1
916, 1015, 1
159, 1640, 1
1941, 1110, 1
201, 837, 1
255, 1988, 1
311, 1211, 1
605, 1896, 1
1962, 467, 2
509, 883, 1
1720, 1100, 1
1833, 1847, 1
1000, 1935, 1
91, 495, 1
401, 211, 1
339, 1494, 1
598, 293, 2
379, 660, 1
1402, 661, 1
1076, 1530, 1
1215, 1147, 1
1610, 1111, 1
200, 1612, 1
598, 145, 1
545, 1240, 1
755, 984, 1
1335, 1205, 1
983, 531, 1
1110, 775, 3
146, 1538, 1
