x_coordinate,y_coordinate,no_packages
236, 362, 1
1470, 981, 1
877, 1272, 1
397, 772, 1
189, 560, 1
183, 1433, 1
89, 1067, 1
1494, 1133, 1
1764, 125, 1
1122, 9, 1
994, 1050, 1
328, 115, 1
172, 1875, 1
442, 370, 1
279, 1810, 1
518, 741, 1
966, 1310, 1
361, 1904, 2
369, 1180, 1
1537, 1286, 1
1073, 1728, 1
236, 763, 1
378, 1690, 1
572, 1252, 1
520, 1316, 1
266, 1742, 2
212, 662, 1
59, 915, 1
58, 1940, 1
1816, 286, 1
1088, 1270, 2
772, 92, 1
202, 1781, 1
503, 366, 1
102, 1535, 1
1347, 211, 1
1726, 412, 1
1432, 1315, 1
1831, 1468, 1
1208, 1787, 1
958, 924, 2
794, 1570, 1
490, 652, 1
1820, 9, 1
788, 1884, 1
1663, 750, 1
1945, 1534, 1
1658, 1158, 1
887, 872, 1
119, 1332, 1
1653, 1016, 2
994, 85, 1
1467, 1289, 1
434, 566, 1
1949, 1987, 1
307, 1045, 1
1656, 1403, 1
337, 1663, 1
1240, 795, 1
47, 1173, 1
1181, 381, 1
351, 1899, 1
1905, 1114, 1
1138, 417, 1
650, 1263, 1
773, 719, 1
1868, 1966, 1
925, 659, 1
897, 630, 1
1572, 750, 1
1820, 1576, 1
1155, 681, 2
241, 1699, 1
1286, 374, 1
1932, 1379, 1
1462, 1450, 1
1108, 1132, 1
1933, 1495, 1
1532, 1136, 1
377, 1752, 1
750, 470, 1
1815, 1154, 1
308, 125, 1
1800, 280, 1
1976, 1876, 1
1895, 949, 1
210, 1584, 1
598, 1625, 1
75, 1573, 1
266, 1968, 1
1144, 281, 1
1809, 1414, 1
620, 1962, 1
177, 278, 1
1759, 722, 1
1070, 451, 1
113, 1861, 1
589, 935, 1
453, 38, 1
1133, 661, 1
1586, 643, 1
1703, 1045, 2
1799, 51, 1
1459, 1196, 1
342, 512, 1
71, 1568, 1
358, 1863, 1
1060, 341, 1
799, 1554, 1
509, 601, 1
834, 1906, 2
1393, 1422, 1
274, 82, 1
744, 769, 1
1508, 1421, 1
345, 77, 3
319, 183, 1
349, 1449, 1
1251, 715, 1
217, 486, 1
291, 717, 1
1559, 1441, 1
1676, 829, 1
792, 1994, 1
59, 160, 1
726, 410, 1
984, 1692, 1
1752, 666, 1
1057, 1370, 1
1146, 170, 1
1861, 1124, 1
1852, 1729, 1
990, 1416, 1
481, 616, 1
1776, 1564, 1
658, 1427, 2
1368, 1472, 1
1462, 227, 1
1939, 1650, 1
163, 320, 1
264, 1684, 1
1933, 128, 3
1339, 1082, 1
1561, 1130, 1
997, 1139, 1
137, 1361, 1
116, 1621, 1
755, 482, 1
766, 134, 3
1094, 1303, 1
771, 198, 1
313, 1655, 1
748, 78, 1
712, 1999, 1
1078, 1880, 3
1060, 1775, 1
451, 1, 1
1495, 1892, 1
1176, 1574, 1
1795, 1465, 2
215, 1985, 2
1683, 1586, 1
1959, 884, 1
64, 980, 1
690, 1547, 1
1385, 764, 1
636, 1108, 1
823, 355, 1
1071, 1649, 1
1101, 1840, 1
35, 526, 1
1398, 777, 1
1496, 1039, 1
386, 782, 1
1432, 856, 1
421, 1813, 1
685, 1920, 1
318, 481, 2
44, 1242, 1
371, 696, 1
545, 716, 1
662, 200, 1
1867, 1225, 1
1968, 1596, 1
1864, 349, 1
1107, 1196, 1
1612, 1534, 1
573, 536, 2
336, 314, 1
504, 69, 1
337, 1537, 2
335, 248, 1
874, 1661, 1
664, 816, 1
1692, 1533, 1
1250, 1958, 1
253, 190, 1
1475, 1408, 1
1229, 1138, 2
127, 1407, 2
1186, 1862, 1
100, 1178, 1
687, 1090, 3
894, 35, 1
480, 220, 3
90, 464, 1
1529, 1102, 1
640, 1084, 1
65, 1170, 1
1627, 1743, 1
1975, 1097, 1
71, 320, 1
965, 788, 1
1596, 1912, 1
1455, 1899, 1
243, 1599, 1
1392, 91, 1
788, 1657, 1
244, 1550, 1
1684, 697, 1
1364, 117, 1
504, 953, 2
278, 1066, 2
264, 684, 1
325, 1474, 1
286, 1921, 1
1249, 1792, 3
1137, 477, 1
1704, 1590, 1
715, 616, 1
184, 527, 1
265, 496, 1
251, 1173, 1
357, 287, 1
1292, 772, 1
1573, 1785, 1
1506, 1189, 1
829, 1375, 2
1312, 1346, 1
1784, 57, 1
1768, 1549, 1
24, 1360, 1
1537, 1362, 1
140, 659, 1
1203, 1595, 1
1975, 488, 1
1971, 894, 1
95, 1382, 1
680, 222, 1
1380, 43, 1
721, 855, 1
948, 218, 1
716, 405, 1
1498, 114, 1
795, 208, 1
1466, 1108, 2
544, 1642, 1
1595, 843, 1
840, 443, 1
842, 203, 1
97, 1542, 1
388, 1117, 1
840, 232, 1
966, 324, 1
1562, 520, 1
18, 593, 1
1701, 12, 1
222, 1419, 1
1288, 1582, 1
1404, 1069, 1
915, 1042, 2
89, 371, 1
614, 763, 1
846, 1393, 1
782, 581, 1
383, 1204, 1
400, 1123, 1
742, 562, 1
1241, 393, 1
1456, 141, 1
460, 601, 1
47, 868, 1
1651, 115, 1
1886, 1787, 1
1996, 1086, 1
1203, 1531, 1
1464, 50, 1
1158, 592, 1
828, 1839, 1
102, 1086, 1
402, 673, 2
168, 452, 1
389, 43, 1
886, 415, 1
1822, 922, 1
829, 461, 1
358, 1050, 1
1930, 1539, 1
65, 784, 1
767, 397, 1
417, 1451, 1
1663, 339, 1
1292, 313, 1
1769, 1144, 1
1299, 1422, 1
138, 1789, 1
1236, 492, 2
91, 395, 1
736, 1590, 1
1023, 1906, 1
87, 356, 1
1553, 572, 3
67, 584, 1
1372, 1079, 1
1845, 1404, 1
35, 638, 1
1019, 1218, 1
1232, 398, 1
1925, 1247, 1
1224, 1925, 1
1570, 1757, 1
518, 1213, 1
1468, 386, 1
1381, 1364, 1
1601, 1953, 1
520, 1468, 2
884, 909, 1
585, 1106, 1
597, 693, 1
1845, 1548, 1
917, 322, 1
40, 91, 1
1790, 872, 3
1894, 1726, 1
153, 321, 1
1732, 695, 3
880, 463, 1
1055, 118, 1
1035, 1863, 1
177, 392, 1
1203, 165, 1
577, 465, 1
392, 240, 3
572, 182, 1
779, 1094, 1
995, 1484, 1
1366, 1209, 1
970, 1665, 1
467, 739, 1
772, 1423, 1
305, 1705, 1
554, 1125, 2
170, 530, 1
57, 1480, 1
671, 1870, 1
1617, 762, 1
306, 710, 1
1848, 775, 1
670, 480, 1
431, 112, 1
1966, 1586, 1
55, 413, 1
1958, 1313, 1
1596, 22, 1
131, 204, 1
1298, 834, 1
72, 760, 1
532, 1342, 1
1634, 1107, 1
1087, 215, 1
1525, 1143, 1
