x_coordinate,y_coordinate,no_packages
1918, 431, 1
1266, 1398, 1
1749, 1702, 2
1389, 812, 4
1730, 1432, 2
1884, 1497, 1
1927, 539, 1
538, 298, 1
1411, 1124, 1
1340, 7, 1
1316, 1753, 1
212, 1065, 1
413, 1717, 1
1973, 373, 1
466, 1817, 1
1746, 1231, 1
1029, 1948, 1
1861, 510, 2
1127, 1657, 1
409, 262, 1
1013, 490, 2
362, 1477, 3
633, 270, 1
1520, 9, 1
334, 1597, 1
1985, 1283, 1
1685, 291, 3
560, 258, 2
1971, 1127, 1
944, 1621, 1
794, 1331, 1
671, 157, 1
783, 1773, 3
195, 1462, 1
824, 569, 1
262, 684, 1
1888, 1931, 2
1612, 140, 1
1679, 233, 1
1452, 221, 1
951, 1529, 1
1285, 201, 1
610, 464, 1
435, 397, 1
1800, 729, 1
1498, 494, 1
1919, 1185, 1
1988, 1513, 4
706, 1554, 1
1628, 304, 1
1068, 533, 1
443, 1029, 1
246, 1872, 1
1536, 393, 1
146, 342, 1
496, 1126, 1
229, 1797, 1
1435, 525, 1
456, 138, 1
892, 647, 1
685, 954, 1
40, 1481, 1
643, 1118, 1
1744, 1312, 1
329, 392, 1
44, 1403, 1
1793, 842, 1
997, 246, 1
1412, 1577, 1
101, 830, 1
621, 1719, 2
689, 1741, 1
779, 117, 2
1556, 255, 1
1519, 1596, 1
1055, 169, 1
1538, 1682, 1
115, 18, 1
653, 387, 1
1794, 41, 1
74, 210, 1
892, 276, 1
1894, 694, 2
212, 1488, 1
1363, 571, 1
1413, 1661, 1
1748, 1921, 1
36, 166, 3
1089, 756, 1
846, 68, 2
615, 1815, 1
589, 1640, 1
188, 175, 1
1491, 178, 1
1422, 1152, 3
201, 1068, 2
70, 1490, 2
924, 1906, 1
1978, 981, 1
1731, 546, 4
1470, 81, 1
1270, 1654, 1
32, 202, 1
1703, 1873, 1
1328, 1631, 2
1498, 14, 4
729, 1912, 1
953, 1495, 1
1682, 665, 2
734, 246, 1
955, 1784, 1
188, 877, 1
578, 1579, 1
1550, 1016, 1
