x_coordinate,y_coordinate,no_packages
1745, 1558, 1
1557, 825, 1
684, 26, 1
782, 950, 1
903, 1862, 1
1296, 1242, 1
1987, 1361, 2
1193, 1156, 1
1833, 1354, 1
877, 1949, 1
58, 1735, 4
1802, 1729, 1
1959, 171, 1
1872, 528, 1
224, 1582, 4
1236, 407, 1
1917, 1572, 1
181, 472, 1
722, 55, 1
1648, 350, 1
511, 587, 1
342, 1296, 1
467, 443, 1
1781, 135, 1
598, 595, 3
757, 1928, 1
88, 572, 1
1032, 1381, 2
1977, 663, 1
402, 360, 1
1360, 759, 4
548, 1730, 1
1533, 213, 1
1854, 487, 1
119, 400, 1
1525, 1211, 3
951, 1336, 1
266, 456, 4
174, 1632, 1
1062, 236, 1
1427, 536, 1
703, 373, 1
1999, 354, 1
341, 729, 1
391, 559, 1
264, 1773, 2
876, 1529, 2
1966, 694, 1
264, 586, 1
1559, 1098, 1
430, 1273, 1
532, 1278, 1
60, 314, 1
1137, 798, 1
1386, 151, 1
1971, 782, 1
1837, 109, 1
1293, 669, 1
1931, 1404, 2
1184, 1676, 1
1060, 619, 1
1969, 1631, 1
1179, 975, 2
1799, 1690, 1
498, 1811, 1
70, 1520, 1
731, 1073, 1
918, 694, 1
817, 1884, 1
1610, 696, 1
643, 1625, 1
480, 164, 1
371, 815, 1
524, 83, 1
637, 1097, 1
940, 60, 2
578, 924, 1
1873, 495, 3
1913, 1158, 1
1502, 16, 1
781, 225, 1
229, 450, 1
879, 1737, 1
744, 434, 1
831, 1709, 2
595, 1681, 1
1062, 76, 1
1356, 1437, 1
1385, 1020, 1
913, 1387, 1
1952, 410, 2
475, 2, 1
1459, 495, 1
180, 695, 3
771, 69, 1
1181, 847, 1
287, 1016, 4
773, 149, 1
827, 1167, 4
634, 1390, 1
1533, 1317, 1
1762, 1898, 1
1822, 255, 2
295, 876, 1
1238, 781, 1
534, 89, 1
403, 1385, 1
367, 849, 1
1701, 111, 2
354, 43, 1
254, 1810, 1
494, 1511, 1
703, 913, 3
1487, 1962, 1
706, 628, 2
881, 393, 1
1066, 1334, 1
1490, 1948, 1
1220, 247, 1
59, 1132, 1
901, 315, 3
731, 361, 1
163, 1994, 3
720, 1968, 1
1031, 1736, 1
1044, 1308, 1
1876, 1644, 1
1434, 138, 1
633, 1672, 1
697, 618, 1
1243, 1358, 1
1043, 6, 1
1416, 1154, 1
1212, 101, 1
1054, 263, 1
661, 717, 1
1076, 441, 1
498, 1360, 1
998, 1848, 1
1727, 1606, 1
938, 197, 2
178, 1652, 1
1228, 1318, 1
1736, 254, 1
958, 1825, 1
107, 1289, 1
342, 1444, 1
91, 283, 1
1673, 529, 1
1769, 1104, 1
1235, 1793, 1
105, 333, 1
641, 1680, 1
1774, 583, 3
71, 1116, 1
1081, 1029, 1
999, 187, 2
1662, 94, 1
1493, 409, 1
341, 1722, 1
584, 1868, 1
1824, 1826, 1
1567, 311, 1
1771, 74, 1
577, 1197, 2
1445, 1052, 1
262, 1305, 1
282, 1697, 1
1535, 400, 1
1582, 1032, 1
816, 1614, 1
1734, 186, 1
1298, 1723, 1
978, 895, 1
1301, 1427, 4
1407, 431, 1
913, 1147, 1
241, 962, 1
1465, 1561, 1
661, 748, 4
1650, 1827, 1
1027, 684, 1
631, 1032, 1
279, 457, 2
1070, 161, 1
991, 315, 1
1451, 1033, 1
1943, 15, 2
831, 483, 1
962, 1031, 1
2, 1319, 2
958, 432, 2
979, 21, 1
494, 1769, 1
1701, 1907, 1
715, 1971, 1
1647, 1349, 1
729, 1707, 1
180, 780, 1
1121, 897, 1
