x_coordinate,y_coordinate,no_packages
1421, 336, 1
1708, 844, 1
128, 1702, 1
950, 446, 1
1877, 227, 1
967, 1279, 1
1698, 1133, 1
1827, 1523, 1
532, 1193, 1
1148, 118, 1
407, 940, 1
1363, 680, 1
220, 404, 1
1776, 1875, 1
1852, 278, 1
416, 875, 1
542, 833, 1
1978, 1295, 1
1424, 375, 1
230, 39, 1
758, 1788, 1
1577, 1352, 1
1435, 1557, 1
1734, 1907, 1
1009, 624, 1
1569, 1337, 2
947, 1629, 3
743, 950, 1
948, 1919, 1
1950, 1923, 1
1196, 881, 2
1714, 1060, 1
1213, 499, 1
129, 805, 1
663, 1511, 1
1839, 1531, 1
940, 607, 1
1193, 431, 1
1901, 845, 1
97, 1859, 1
678, 1935, 2
1113, 883, 1
274, 1921, 1
1483, 109, 2
32, 188, 1
288, 311, 1
1579, 874, 1
1434, 1394, 1
1327, 773, 1
78, 380, 1
640, 1521, 1
763, 1439, 1
540, 552, 2
107, 746, 1
14, 1187, 1
141, 599, 1
1997, 851, 1
427, 40, 1
1549, 1592, 1
1060, 13, 1
1901, 1525, 1
100, 1961, 1
1908, 1274, 1
262, 1181, 3
88, 1634, 1
654, 827, 2
1995, 1147, 1
742, 1321, 1
1706, 211, 1
1098, 1491, 1
1217, 242, 2
1312, 107, 1
1606, 199, 1
1367, 1082, 1
531, 1992, 1
549, 1624, 1
410, 1494, 1
494, 1359, 1
1847, 1481, 1
1419, 1731, 1
976, 680, 1
1123, 324, 1
1700, 1731, 1
389, 1307, 1
349, 528, 1
386, 723, 2
1274, 1142, 1
762, 1865, 1
1010, 508, 1
163, 1666, 1
1163, 1335, 2
1335, 1751, 1
310, 514, 1
751, 519, 1
207, 1522, 1
976, 522, 1
796, 428, 1
1679, 633, 1
326, 1739, 1
1656, 648, 1
