x_coordinate,y_coordinate,no_packages
724, 317, 1
1345, 540, 1
738, 31, 1
1727, 1177, 1
838, 1836, 1
44, 1886, 1
1366, 672, 1
1053, 404, 1
683, 472, 1
890, 1118, 1
1842, 874, 2
548, 825, 1
319, 1615, 1
1466, 1502, 2
414, 550, 1
384, 203, 1
509, 1267, 3
1356, 1268, 1
1504, 771, 1
1962, 300, 1
85, 1114, 1
722, 1529, 1
1675, 1258, 1
1894, 1367, 1
1628, 1992, 1
1014, 821, 1
107, 466, 1
1487, 715, 2
287, 1773, 2
1253, 434, 1
1534, 679, 1
585, 452, 1
469, 1808, 1
1028, 651, 1
880, 520, 1
3, 1526, 1
1347, 742, 1
708, 1519, 1
852, 1683, 3
1454, 1122, 2
1581, 619, 1
925, 1880, 1
259, 1308, 2
1900, 1302, 1
1041, 930, 1
1915, 710, 1
672, 461, 1
878, 1913, 1
214, 1181, 1
661, 1964, 3
927, 928, 2
804, 1961, 1
1251, 1309, 1
1440, 1952, 1
616, 1747, 1
855, 1558, 1
1573, 412, 1
117, 1881, 1
435, 1961, 1
1110, 1316, 1
1294, 45, 2
1951, 390, 1
1172, 291, 1
1743, 1225, 1
1959, 1832, 1
1198, 1110, 1
1292, 905, 1
174, 1847, 1
533, 1569, 1
302, 1502, 1
1326, 448, 1
26, 1557, 1
782, 1879, 1
296, 191, 1
1237, 223, 2
994, 419, 2
776, 1065, 3
1673, 1156, 2
244, 1142, 1
816, 1257, 1
1287, 676, 1
998, 983, 1
112, 1985, 1
22, 476, 1
1175, 1376, 1
1158, 1126, 1
1414, 1714, 1
1834, 750, 1
187, 1144, 1
1636, 1382, 1
991, 361, 1
376, 1112, 1
627, 1426, 1
889, 1373, 1
1478, 1781, 1
611, 1459, 2
1504, 1690, 1
40, 783, 1
1732, 771, 1
1451, 1493, 2
1305, 901, 1
1557, 841, 1
1240, 1542, 1
158, 61, 1
1939, 1769, 1
914, 1448, 1
1181, 1496, 1
1167, 1616, 1
7, 1389, 3
120, 922, 1
140, 1186, 1
1521, 123, 3
1527, 1483, 1
1872, 528, 1
1019, 924, 1
38, 571, 1
271, 1885, 1
1020, 715, 1
235, 1081, 1
515, 1213, 1
1533, 1083, 1
774, 75, 1
614, 99, 2
595, 1659, 1
1417, 840, 1
219, 181, 3
1670, 1355, 1
1944, 131, 1
989, 183, 4
331, 1244, 1
329, 1264, 1
1549, 319, 2
22, 402, 1
272, 1158, 1
1511, 497, 1
1689, 805, 1
1012, 1142, 1
1219, 1690, 1
242, 1456, 1
51, 1574, 2
74, 888, 1
350, 583, 2
391, 119, 1
1600, 505, 1
1583, 237, 1
41, 1972, 1
773, 1960, 1
965, 1729, 1
79, 1787, 1
1466, 415, 2
712, 1571, 1
1713, 305, 1
737, 1865, 1
576, 33, 3
528, 1463, 1
1812, 1906, 2
314, 1106, 1
1471, 1469, 1
1157, 608, 4
730, 1718, 1
1712, 833, 4
1981, 279, 1
271, 1877, 4
1004, 383, 1
903, 890, 1
1023, 643, 1
663, 1591, 1
301, 1335, 1
174, 219, 1
1128, 44, 1
1201, 568, 2
1695, 767, 1
1019, 752, 1
525, 475, 1
1844, 1438, 1
707, 895, 1
921, 240, 1
94, 1782, 3
1660, 289, 1
432, 83, 1
346, 1755, 1
1264, 204, 1
280, 946, 1
40, 1838, 1
856, 529, 1
864, 1005, 1
1281, 796, 1
1181, 400, 1
1591, 1524, 1
792, 621, 1
1364, 67, 1
1668, 1577, 2
1422, 1967, 1
971, 462, 1
592, 639, 1
379, 138, 1
1530, 627, 1
1480, 176, 1
1507, 78, 1
1738, 1161, 1
1408, 1176, 1
1023, 1459, 1
1336, 1340, 1
985, 710, 1
1840, 1410, 1
1357, 1436, 1
888, 1589, 1
229, 1564, 3
1253, 1216, 1
1130, 338, 2
278, 1796, 1
797, 1670, 1
1008, 66, 3
620, 1879, 1
1369, 389, 4
1810, 798, 1
596, 1868, 1
806, 236, 1
1967, 724, 1
1880, 631, 1
178, 1808, 2
1350, 62, 1
1673, 1819, 1
414, 1817, 1
1252, 428, 1
1753, 836, 1
1361, 144, 1
941, 1988, 1
1049, 1435, 1
587, 1527, 1
1884, 1956, 1
1778, 903, 1
451, 101, 1
1188, 1081, 2
603, 1699, 1
1326, 1672, 1
712, 1867, 3
1981, 23, 1
1036, 1800, 1
