x_coordinate,y_coordinate,no_packages
77, 1590, 1
1638, 115, 1
426, 438, 1
1314, 561, 1
1401, 1985, 2
855, 1180, 1
1996, 1115, 1
413, 896, 1
601, 1339, 2
671, 1718, 1
346, 1769, 3
1534, 976, 1
86, 610, 1
471, 284, 1
1026, 870, 1
538, 1474, 1
749, 1498, 1
585, 322, 1
1234, 639, 1
559, 162, 1
452, 94, 1
1394, 1861, 2
104, 686, 1
1658, 847, 1
1268, 312, 1
863, 1172, 1
6, 1287, 1
998, 1895, 1
1324, 1426, 1
648, 97, 1
945, 1102, 2
80, 420, 1
1944, 1171, 1
1347, 1153, 1
1911, 261, 1
860, 971, 1
1187, 183, 1
649, 1712, 1
644, 428, 1
712, 1253, 1
679, 1709, 1
152, 127, 1
220, 432, 1
1455, 955, 1
90, 346, 1
1889, 474, 1
1780, 966, 1
357, 1902, 1
1683, 582, 1
1277, 1214, 1
