x_coordinate,y_coordinate,no_packages
1942, 222, 4
579, 1470, 1
765, 165, 1
704, 1972, 1
962, 207, 2
965, 1472, 1
1882, 1575, 1
1004, 1768, 1
1372, 1585, 1
809, 367, 1
744, 929, 1
1977, 1364, 1
1261, 686, 1
1666, 1041, 1
1443, 1647, 1
31, 107, 2
1478, 528, 1
1109, 708, 1
1932, 1433, 1
1599, 18, 1
1069, 786, 1
1620, 1925, 1
1654, 1975, 1
691, 333, 1
608, 1109, 1
1989, 1708, 1
1222, 1722, 1
1986, 1740, 1
770, 784, 1
1738, 1683, 1
1944, 830, 1
1168, 1086, 2
1109, 1773, 3
1188, 300, 1
1640, 256, 2
781, 1515, 1
9, 779, 1
1100, 380, 1
1000, 1249, 1
1723, 1287, 1
1566, 1298, 1
1738, 231, 1
1583, 1747, 1
712, 43, 1
1601, 241, 1
1224, 122, 1
395, 893, 1
674, 930, 1
1733, 1954, 1
1678, 952, 1
86, 419, 1
1691, 1669, 1
135, 1366, 1
1992, 214, 1
346, 1482, 1
805, 1599, 1
202, 1180, 1
1239, 217, 1
1164, 281, 1
646, 38, 1
1790, 1078, 1
1323, 1056, 1
531, 1269, 1
1659, 1976, 1
1971, 120, 1
23, 1333, 1
275, 1996, 1
1208, 574, 1
384, 154, 1
60, 570, 1
1921, 766, 1
243, 553, 1
711, 1173, 1
1270, 1042, 1
29, 1759, 2
1353, 1835, 2
1873, 1403, 1
1484, 981, 1
1864, 1151, 1
1855, 580, 1
627, 720, 1
15, 1779, 1
687, 112, 1
479, 1362, 1
152, 1528, 1
1355, 427, 1
1414, 52, 1
1256, 742, 1
183, 172, 2
922, 33, 1
1621, 1928, 1
839, 101, 1
1574, 1399, 1
621, 700, 1
1445, 1941, 1
1252, 1157, 1
713, 1167, 3
1078, 808, 1
1319, 1535, 2
1639, 208, 1
