x_coordinate,y_coordinate,no_packages
1845,1965,1
347,1349,1
1055,1359,1
686,191,1
1538,481,1
460,1651,1
50,94,1
973,1251,1
149,932,1
1289,1178,1
1426,786,1
499,302,1
11,1828,1
1577,1813,1
870,448,1
1961,1425,1
102,1141,1
1737,248,1
1641,951,1
1144,1219,1
1546,1825,1
1669,1473,2
873,1701,2
913,1837,1
1764,972,1
1539,506,1
567,1568,1
992,1283,1
900,158,1
480,556,1
1828,1106,1
308,473,1
312,1446,1
849,834,1
954,851,1
1705,860,1
1576,1196,3
40,1754,2
1179,779,1
1930,720,1
798,1747,2
1711,858,1
1504,1118,1
1838,451,1
558,892,1
796,688,1
1634,828,1
1721,957,2
1274,1093,1
806,1212,1
